"","sample","batch","CE(18:1)+H","CE(18:2)+H","CE(18:3)+H","CE(20:3)+H","CE(20:4)+H","CE(22:5)+H","CE(22:6)+H","CER(16:0)+H","CER(18:0)+H","CER(20:0)+H","CER(22:0)+H","CER(22:1)+H","CER(24:0)+H","CER(24:1)+H","CER(26:0)+H","CER(26:1)+H","Cer(d16:1_22:0)","Cer(d16:1_23:0)","Cer(d16:1_24:0)","Cer(d17:1_24:0)","Cer(d17:1_24:1)","Cer(d18:2_16:0)","Cer(d18:2_20:0)","Cer(d18:2_22:0)","Cer(d18:2_23:0)","Cer(d18:2_24:0)","Cer(d18:2_24:1)","Cer(d19:1_22:0)","Cer(d19:1_23:0)","Cer(d19:1_24:0)","Cer(d19:1_24:1)","Cer(d20:1_24:0)","DAG(16:0_17:0)+NH4","DAG(16:0_18:2)+NH4","DAG(16:1_16:1)+NH4","DAG(16:1_17:0)+NH4","DAG(18:1_18:1)+NH4","DAG(18:2_18:2)+NH4","DAG(18:2_20:4)+NH4","DAG(20:0_20:3)+NH4","DAG(20:0_20:4)+NH4","DAG(20:0_22:5)+NH4","DAG(20:0_22:6)+NH4","DCER(22:0)+H","DCER(22:1)+H","DCER(24:0)+H","DCER(24:1)+H","HCER(16:0)","HCER(18:0)","HCER(18:1)","HCER(20:0)","HCER(20:1)","HCER(22:0)","HCER(22:1)","HCER(24:0)","HCER(24:1)","HCER(26:0)","HCER(26:1)","HCER(d18:0_22:0)","HCER(d18:0_24:0)","HCER(d18:0_24:1)","HexCer(d16:1_18:0)","HexCer(d16:1_22:0)","HexCer(d16:1_24:0)","HexCer(d18:2_20:0)","HexCer(d18:2_22:0)","HexCer(d18:2_24:0)","LCER(14:0)+H","LCER(16:0)+H","LCER(18:0)+H","LCER(18:1)+H","LCER(20:0)+H","LCER(20:1)+H","LCER(22:0)+H","LCER(22:1)+H","LCER(24:0)+H","LCER(24:1)+H","LCER(24:2)+H","LCER(26:1)+H","LCER(d18:0_22:0)+H-H2O","LCER(d18:0_24:0)+H-H2O","LPC(O-16:0)","LPC(O-18:0)","LPC(O-20:0)","LPC(O-20:1)","LPC(O-22:0)","LPC(P-16:0)","LPC(P-17:0)","LPC(P-18:0)","LPC(P-18:1)","MAG (14:0)+Na","MAG (15:0)+Na","MAG (16:0)+Na","MAG (18:0)+Na","MAG (18:1)+Na","MAG (18:2)+Na","MAG (18:3)+Na","MAG (19:0)+Na","MAG (20:0)+Na","MAG (20:1)+Na","MAG (20:5)+Na","MAG (22:4)+Na","MAG (22:5)+Na","MAG (22:6)+Na","PE-CER(d16:1/16:0)","PE-Cer(d16:1/18:0)","PE-Cer(d16:1/20:0)","PE-Cer(d16:1/22:0)","PE-Cer(d16:1/24:0)","PE-Cer(d16:1/24:1)","SM(31:1)+H","SM(32:0)+H","SM(32:1)+H","SM(33:1)+H","SM(34:0)+H","SM(34:1)+H","SM(34:2)+H","SM(34:3)+H","SM(35:1)+H","SM(35:2)+H","SM(36:1)+H","SM(36:2)+H","SM(36:3)+H","SM(37:1)+H","SM(37:2)+H","SM(38:1)+H","SM(38:2)+H","SM(38:3)+H","SM(39:1)+H","SM(40:0)+H","SM(40:1)+H","SM(40:2)+H","SM(40:3)+H","SM(41:1)+H","SM(41:2)+H","SM(42:1)+H","SM(42:2)+H","SM(43:2)+H","SM(44:1)+H","SM(44:2)+H","SM(44:3)+H","TAG(42:1_FA16:1)+NH4","TAG(44:0_FA16:0)+NH4","TAG(44:0_FA18:0)+NH4","TAG(44:1_FA16:1)+NH4","TAG(44:1_FA18:1)+NH4","TAG(44:2_FA18:1)+NH4","TAG(44:3_FA18:2)+NH4","TAG(45:0_FA16:0)+NH4","TAG(45:1_FA16:0)+NH4","TAG(45:1_FA18:1)+NH4","TAG(46:0_FA14:0)+NH4","TAG(46:0_FA16:0)+NH4","TAG(46:0_FA18:0)+NH4","TAG(46:1_FA14:0)+NH4","TAG(46:1_FA16:0)+NH4","TAG(46:1_FA16:1)+NH4","TAG(46:1_FA18:0)+NH4","TAG(46:1_FA18:1)+NH4","TAG(46:2_FA14:0)+NH4","TAG(46:2_FA16:0)+NH4","TAG(46:2_FA16:1)+NH4","TAG(46:2_FA18:1)+NH4","TAG(46:2_FA18:2)+NH4","TAG(46:3_FA16:0)+NH4","TAG(46:3_FA16:1)+NH4","TAG(46:3_FA18:2)+NH4","TAG(46:3_FA18:3)+NH4","TAG(47:0_FA14:0)+NH4","TAG(47:0_FA16:0)+NH4","TAG(47:1_FA16:1)+NH4","TAG(47:1_FA17:0)+NH4","TAG(47:1_FA18:1)+NH4","TAG(47:2_FA18:2)+NH4","TAG(48:0_FA14:0)+NH4","TAG(48:0_FA16:0)+NH4","TAG(48:0_FA18:0)+NH4","TAG(48:1_FA14:0)+NH4","TAG(48:1_FA16:0)+NH4","TAG(48:1_FA16:1)+NH4","TAG(48:1_FA18:0)+NH4","TAG(48:1_FA18:1)+NH4","TAG(48:2_FA14:0)+NH4","TAG(48:2_FA16:0)+NH4","TAG(48:2_FA16:1)+NH4","TAG(48:2_FA18:1)+NH4","TAG(48:2_FA18:2)+NH4","TAG(48:3_FA14:0)+NH4","TAG(48:3_FA16:0)+NH4","TAG(48:3_FA16:1)+NH4","TAG(48:3_FA18:1)+NH4","TAG(48:3_FA18:2)+NH4","TAG(48:3_FA18:3)+NH4","TAG(48:4_FA14:0)+NH4","TAG(48:4_FA16:0)+NH4","TAG(48:4_FA18:1)+NH4","TAG(48:4_FA18:3)+NH4","TAG(48:5_FA18:3)+NH4","TAG(49:0_FA16:0)+NH4","TAG(49:0_FA18:0)+NH4","TAG(49:1_FA14:0)+NH4","TAG(49:1_FA16:0)+NH4","TAG(49:1_FA16:1)+NH4","TAG(49:1_FA17:0)+NH4","TAG(49:1_FA18:1)+NH4","TAG(49:2_FA16:1)+NH4","TAG(49:2_FA17:0)+NH4","TAG(49:2_FA18:1)+NH4","TAG(49:2_FA18:2)+NH4","TAG(49:3_FA18:2)+NH4","TAG(50:0_FA14:0)+NH4","TAG(50:0_FA16:0)+NH4","TAG(50:0_FA18:0)+NH4","TAG(50:1_FA14:0)+NH4","TAG(50:1_FA16:0)+NH4","TAG(50:1_FA16:1)+NH4","TAG(50:1_FA18:0)+NH4","TAG(50:1_FA18:1)+NH4","TAG(50:1_FA20:1)+NH4","TAG(50:2_FA14:0)+NH4","TAG(50:2_FA16:0)+NH4","TAG(50:2_FA16:1)+NH4","TAG(50:2_FA18:0)+NH4","TAG(50:2_FA18:1)+NH4","TAG(50:2_FA18:2)+NH4","TAG(50:3_FA14:0)+NH4","TAG(50:3_FA16:0)+NH4","TAG(50:3_FA16:1)+NH4","TAG(50:3_FA18:0)+NH4","TAG(50:3_FA18:1)+NH4","TAG(50:3_FA18:2)+NH4","TAG(50:3_FA18:3)+NH4","TAG(50:3_FA20:3)+NH4","TAG(50:4_FA14:0)+NH4","TAG(50:4_FA16:0)+NH4","TAG(50:4_FA16:1)+NH4","TAG(50:4_FA18:1)+NH4","TAG(50:4_FA18:2)+NH4","TAG(50:4_FA18:3)+NH4","TAG(50:4_FA20:3)+NH4","TAG(50:4_FA20:4)+NH4","TAG(50:5_FA14:0)+NH4","TAG(50:5_FA16:0)+NH4","TAG(50:5_FA16:1)+NH4","TAG(50:5_FA18:1)+NH4","TAG(50:5_FA18:2)+NH4","TAG(50:5_FA18:3)+NH4","TAG(50:5_FA20:4)+NH4","TAG(50:5_FA20:5)+NH4","TAG(51:0_FA16:0)+NH4","TAG(51:0_FA17:0)+NH4","TAG(51:0_FA18:0)+NH4","TAG(51:1_FA16:0)+NH4","TAG(51:1_FA17:0)+NH4","TAG(51:1_FA18:0)+NH4","TAG(51:1_FA18:1)+NH4","TAG(51:2_FA16:0)+NH4","TAG(51:2_FA16:1)+NH4","TAG(51:2_FA17:0)+NH4","TAG(51:2_FA18:1)+NH4","TAG(51:2_FA18:2)+NH4","TAG(51:3_FA16:1)+NH4","TAG(51:3_FA17:0)+NH4","TAG(51:3_FA18:2)+NH4","TAG(51:3_FA18:3)+NH4","TAG(51:4_FA16:1)+NH4","TAG(51:4_FA18:2)+NH4","TAG(51:4_FA18:3)+NH4","TAG(51:5_FA18:2)+NH4","TAG(51:5_FA18:3)+NH4","TAG(52:0_FA16:0)+NH4","TAG(52:0_FA18:0)+NH4","TAG(52:0_FA20:0)+NH4","TAG(52:1_FA16:0)+NH4","TAG(52:1_FA16:1)+NH4","TAG(52:1_FA18:0)+NH4","TAG(52:1_FA18:1)+NH4","TAG(52:1_FA20:0)+NH4","TAG(52:1_FA20:1)+NH4","TAG(52:2_FA14:0)+NH4","TAG(52:2_FA16:0)+NH4","TAG(52:2_FA16:1)+NH4","TAG(52:2_FA18:0)+NH4","TAG(52:2_FA18:1)+NH4","TAG(52:2_FA18:2)+NH4","TAG(52:2_FA20:0)+NH4","TAG(52:2_FA20:1)+NH4","TAG(52:2_FA20:2)+NH4","TAG(52:3_FA16:0)+NH4","TAG(52:3_FA16:1)+NH4","TAG(52:3_FA18:0)+NH4","TAG(52:3_FA18:1)+NH4","TAG(52:3_FA18:2)+NH4","TAG(52:3_FA18:3)+NH4","TAG(52:3_FA20:0)+NH4","TAG(52:3_FA20:1)+NH4","TAG(52:3_FA20:2)+NH4","TAG(52:3_FA20:3)+NH4","TAG(52:4_FA14:0)+NH4","TAG(52:4_FA16:0)+NH4","TAG(52:4_FA16:1)+NH4","TAG(52:4_FA18:0)+NH4","TAG(52:4_FA18:1)+NH4","TAG(52:4_FA18:2)+NH4","TAG(52:4_FA18:3)+NH4","TAG(52:4_FA20:0)+NH4","TAG(52:4_FA20:2)+NH4","TAG(52:4_FA20:3)+NH4","TAG(52:4_FA20:4)+NH4","TAG(52:4_FA22:4)+NH4","TAG(52:5_FA14:0)+NH4","TAG(52:5_FA16:0)+NH4","TAG(52:5_FA16:1)+NH4","TAG(52:5_FA18:1)+NH4","TAG(52:5_FA18:2)+NH4","TAG(52:5_FA18:3)+NH4","TAG(52:5_FA20:3)+NH4","TAG(52:5_FA20:4)+NH4","TAG(52:5_FA20:5)+NH4","TAG(52:6_FA14:0)+NH4","TAG(52:6_FA16:0)+NH4","TAG(52:6_FA16:1)+NH4","TAG(52:6_FA18:1)+NH4","TAG(52:6_FA18:2)+NH4","TAG(52:6_FA18:3)+NH4","TAG(52:6_FA20:4)+NH4","TAG(52:6_FA20:5)+NH4","TAG(52:7_FA16:0)+NH4","TAG(52:7_FA22:6)+NH4","TAG(53:0_FA16:0)+NH4","TAG(53:1_FA16:0)+NH4","TAG(53:1_FA17:0)+NH4","TAG(53:1_FA18:0)+NH4","TAG(53:1_FA18:1)+NH4","TAG(53:2_FA16:0)+NH4","TAG(53:2_FA17:0)+NH4","TAG(53:2_FA18:1)+NH4","TAG(53:2_FA18:2)+NH4","TAG(53:3_FA16:0)+NH4","TAG(53:3_FA17:0)+NH4","TAG(53:3_FA18:2)+NH4","TAG(53:4_FA16:0)+NH4","TAG(53:4_FA17:0)+NH4","TAG(53:4_FA18:2)+NH4","TAG(53:4_FA18:3)+NH4","TAG(53:4_FA20:4)+NH4","TAG(53:5_FA20:4)+NH4","TAG(53:6_FA20:4)+NH4","TAG(54:0_FA16:0)+NH4","TAG(54:0_FA18:0)+NH4","TAG(54:1_FA16:0)+NH4","TAG(54:1_FA18:0)+NH4","TAG(54:1_FA18:1)+NH4","TAG(54:1_FA20:0)+NH4","TAG(54:1_FA20:1)+NH4","TAG(54:2_FA16:0)+NH4","TAG(54:2_FA18:0)+NH4","TAG(54:2_FA18:1)+NH4","TAG(54:2_FA18:2)+NH4","TAG(54:2_FA20:0)+NH4","TAG(54:2_FA20:1)+NH4","TAG(54:2_FA20:2)+NH4","TAG(54:3_FA16:0)+NH4","TAG(54:3_FA16:1)+NH4","TAG(54:3_FA18:0)+NH4","TAG(54:3_FA18:1)+NH4","TAG(54:3_FA18:2)+NH4","TAG(54:3_FA18:3)+NH4","TAG(54:3_FA20:1)+NH4","TAG(54:3_FA20:2)+NH4","TAG(54:3_FA20:3)+NH4","TAG(54:4_FA16:0)+NH4","TAG(54:4_FA16:1)+NH4","TAG(54:4_FA18:0)+NH4","TAG(54:4_FA18:1)+NH4","TAG(54:4_FA18:2)+NH4","TAG(54:4_FA18:3)+NH4","TAG(54:4_FA20:1)+NH4","TAG(54:4_FA20:2)+NH4","TAG(54:4_FA20:3)+NH4","TAG(54:4_FA20:4)+NH4","TAG(54:4_FA22:4)+NH4","TAG(54:5_FA16:0)+NH4","TAG(54:5_FA16:1)+NH4","TAG(54:5_FA18:0)+NH4","TAG(54:5_FA18:1)+NH4","TAG(54:5_FA18:2)+NH4","TAG(54:5_FA18:3)+NH4","TAG(54:5_FA20:2)+NH4","TAG(54:5_FA20:3)+NH4","TAG(54:5_FA20:4)+NH4","TAG(54:5_FA20:5)+NH4","TAG(54:5_FA22:4)+NH4","TAG(54:5_FA22:5)+NH4","TAG(54:6_FA16:0)+NH4","TAG(54:6_FA16:1)+NH4","TAG(54:6_FA18:1)+NH4","TAG(54:6_FA18:2)+NH4","TAG(54:6_FA18:3)+NH4","TAG(54:6_FA20:3)+NH4","TAG(54:6_FA20:4)+NH4","TAG(54:6_FA20:5)+NH4","TAG(54:6_FA22:5)+NH4","TAG(54:6_FA22:6)+NH4","TAG(54:7_FA16:1)+NH4","TAG(54:7_FA18:1)+NH4","TAG(54:7_FA18:2)+NH4","TAG(54:7_FA18:3)+NH4","TAG(54:7_FA20:4)+NH4","TAG(54:7_FA20:5)+NH4","TAG(54:7_FA22:5)+NH4","TAG(54:7_FA22:6)+NH4","TAG(54:8_FA18:2)+NH4","TAG(54:8_FA18:3)+NH4","TAG(54:8_FA20:4)+NH4","TAG(54:8_FA20:5)+NH4","TAG(54:8_FA22:6)+NH4","TAG(55:1_FA16:0)+NH4","TAG(55:1_FA18:1)+NH4","TAG(55:2_FA18:1)+NH4","TAG(55:2_FA18:2)+NH4","TAG(55:3_FA18:1)+NH4","TAG(55:3_FA18:2)+NH4","TAG(55:4_FA18:1)+NH4","TAG(55:4_FA18:2)+NH4","TAG(55:5_FA18:1)+NH4","TAG(55:5_FA18:2)+NH4","TAG(55:5_FA20:4)+NH4","TAG(55:7_FA22:6)+NH4","TAG(56:1_FA16:0)+NH4","TAG(56:1_FA18:1)+NH4","TAG(56:10_FA18:2)+NH4","TAG(56:2_FA16:0)+NH4","TAG(56:2_FA18:0)+NH4","TAG(56:2_FA20:0)+NH4","TAG(56:2_FA20:1)+NH4","TAG(56:3_FA16:0)+NH4","TAG(56:3_FA18:0)+NH4","TAG(56:3_FA18:1)+NH4","TAG(56:3_FA18:2)+NH4","TAG(56:3_FA20:0)+NH4","TAG(56:3_FA20:1)+NH4","TAG(56:3_FA20:2)+NH4","TAG(56:4_FA16:0)+NH4","TAG(56:4_FA18:0)+NH4","TAG(56:4_FA18:1)+NH4","TAG(56:4_FA18:2)+NH4","TAG(56:4_FA20:1)+NH4","TAG(56:4_FA20:2)+NH4","TAG(56:4_FA20:3)+NH4","TAG(56:4_FA20:4)+NH4","TAG(56:4_FA22:4)+NH4","TAG(56:5_FA16:0)+NH4","TAG(56:5_FA18:0)+NH4","TAG(56:5_FA18:1)+NH4","TAG(56:5_FA18:2)+NH4","TAG(56:5_FA20:1)+NH4","TAG(56:5_FA20:2)+NH4","TAG(56:5_FA20:3)+NH4","TAG(56:5_FA20:4)+NH4","TAG(56:5_FA22:4)+NH4","TAG(56:5_FA22:5)+NH4","TAG(56:6_FA16:0)+NH4","TAG(56:6_FA18:0)+NH4","TAG(56:6_FA18:1)+NH4","TAG(56:6_FA18:2)+NH4","TAG(56:6_FA18:3)+NH4","TAG(56:6_FA20:2)+NH4","TAG(56:6_FA20:3)+NH4","TAG(56:6_FA20:4)+NH4","TAG(56:6_FA20:5)+NH4","TAG(56:6_FA22:4)+NH4","TAG(56:6_FA22:5)+NH4","TAG(56:6_FA22:6)+NH4","TAG(56:7_FA16:0)+NH4","TAG(56:7_FA16:1)+NH4","TAG(56:7_FA18:0)+NH4","TAG(56:7_FA18:1)+NH4","TAG(56:7_FA18:2)+NH4","TAG(56:7_FA18:3)+NH4","TAG(56:7_FA20:3)+NH4","TAG(56:7_FA20:4)+NH4","TAG(56:7_FA20:5)+NH4","TAG(56:7_FA22:4)+NH4","TAG(56:7_FA22:5)+NH4","TAG(56:7_FA22:6)+NH4","TAG(56:8_FA16:0)+NH4","TAG(56:8_FA16:1)+NH4","TAG(56:8_FA18:1)+NH4","TAG(56:8_FA18:2)+NH4","TAG(56:8_FA18:3)+NH4","TAG(56:8_FA20:4)+NH4","TAG(56:8_FA20:5)+NH4","TAG(56:8_FA22:5)+NH4","TAG(56:8_FA22:6)+NH4","TAG(56:9_FA18:3)+NH4","TAG(56:9_FA20:4)+NH4","TAG(56:9_FA20:5)+NH4","TAG(56:9_FA22:6)+NH4","TAG(57:2_FA18:1)+NH4","TAG(57:3_FA18:2)+NH4","TAG(58:10_FA18:2)+NH4","TAG(58:10_FA20:4)+NH4","TAG(58:10_FA20:5)+NH4","TAG(58:10_FA22:5)+NH4","TAG(58:10_FA22:6)+NH4","TAG(58:2_FA18:1)+NH4","TAG(58:3_FA18:1)+NH4","TAG(58:6_FA16:0)+NH4","TAG(58:6_FA18:0)+NH4","TAG(58:6_FA18:1)+NH4","TAG(58:6_FA20:4)+NH4","TAG(58:6_FA22:4)+NH4","TAG(58:6_FA22:5)+NH4","TAG(58:7_FA16:0)+NH4","TAG(58:7_FA18:0)+NH4","TAG(58:7_FA18:1)+NH4","TAG(58:7_FA18:2)+NH4","TAG(58:7_FA20:4)+NH4","TAG(58:7_FA22:4)+NH4","TAG(58:7_FA22:5)+NH4","TAG(58:7_FA22:6)+NH4","TAG(58:8_FA18:1)+NH4","TAG(58:8_FA18:2)+NH4","TAG(58:8_FA20:3)+NH4","TAG(58:8_FA20:4)+NH4","TAG(58:8_FA22:5)+NH4","TAG(58:8_FA22:6)+NH4","TAG(58:9_FA18:1)+NH4","TAG(58:9_FA18:2)+NH4","TAG(58:9_FA20:4)+NH4","TAG(58:9_FA22:5)+NH4","TAG(58:9_FA22:6)+NH4","TAG(60:10_FA22:5)+NH4","TAG(60:10_FA22:6)+NH4","TAG(60:11_FA22:5)+NH4","TAG(60:11_FA22:6)+NH4","TG(49:1) [NL-15:0]","TG(51:2) [NL-15:0]","TG(O-50:1) [NL-16:0]","TG(O-52:0) [NL-16:0]","TG(O-52:2) [NL-16:0]"
"1","batch01_M_P001",1,236042.944,766261.037,285242.045,34208.43,108426.8,53729.564,145341.903,45.342,15.526,12.274,165.998,30.926,525.638,205.639,3.191,3.696,15.56,10.046,42.27,24.331,18.33,7.334,4.454,26.466,22.811,80.457,30.793,16.704,12.76,51.016,23.508,6.165,1598.736,573.902,38893.955,1044.333,1109.106,504.223,548.42,961.952,3062.933,525.32,1430.016,33.652,56.993,60.172,79.604,109.926,9.585,0.816,12.644,0.334,93.047,3.137,157.104,87.424,0.85,0.873,1.626,2.66,4.9,1.791,10.248,8.639,2.514,19.706,27.791,27.675,1198.887,15.704,4.667,5.492,2.584,33.577,7.584,50.069,123.708,28.888,1.44,0.55,1.63,859.447,723.219,76.644,45.83,50.526,314.45,352.003,508.025,19.755,130384.576,240639.539,24971.445,53162.944,30579.697,241206.483,34657.803,40945.978,24759.278,28896.544,50048.38,3782813.905,60717.868,30649.69,4.424,4.679,3.772,16.597,42.745,12.261,33.376,120.353,1879.503,919.969,1150.091,16307.576,2400.656,14.85,460.914,67.22,3219.81,1411.518,97.608,247.348,43.155,2625.915,794.376,57.751,885.871,765.11,5879.118,3634.644,375.438,2367.042,1514.095,4680.292,9369.972,480.203,45.381,74.302,56.345,10.425,44.314,14.237,24.375,56.839,25.077,15.32,30.991,17.049,5.941,210.084,411.039,19.19,213.853,232.441,103.684,9.786,168.811,59.668,93.078,69.211,60.485,90.467,15.521,12.53,26.943,6.204,7.512,55.972,19.65,5.74,26.852,18.317,204.214,2640.565,173.341,1126.982,2707.235,677.011,50.749,1653.115,865.983,1133.879,600.376,624.118,976.218,213.841,183.888,185.646,73.966,387.128,103.23,14.497,110.016,5.887,39.944,6.09,154.423,22.11,20.517,361.53,15.409,59.521,226.726,57.436,13.843,96.063,114.237,60.35,21.037,2599.764,1059.333,218.288,14525.809,474.508,517.168,8747.259,23.015,1061.772,10716.585,3074.009,111.199,5584.684,4812.222,918.293,2647.148,2150.55,22.766,1285.222,3145.96,378.608,12.764,308.717,262.902,336.128,134.072,700.157,309.487,6.872,37.754,42.165,2366.763,24.959,2.29,64.041,64.496,23.26,2.097,248.801,57.376,45.608,424.738,361.941,77.359,380.785,584.046,67.845,192.333,690.649,227.088,81.854,36.433,382.031,12.166,22.561,105.534,32.012,16.444,15.193,582.733,865.386,215.02,4931.678,66.966,3889.065,5811.705,162.753,155.09,8.963,20483.068,430.426,2245.185,33819.405,3027.815,31.888,93.978,96.236,20754.27,1655.315,284.73,20294.534,18944.401,219.079,70.77,26.219,100.74,119.414,32.664,6837.295,1565.716,20.042,2668.131,10537.604,1594.513,75.134,14.789,67.737,193.346,31.831,7.321,766.827,534.122,153.073,1170.503,917.377,14.589,118.754,53.529,6.014,2196.936,85.201,17.047,79.752,116.688,32.8,24.239,292.18,8.021,37.335,49.08,98.075,118.436,244.46,156.794,321.217,612.842,72.195,181.415,264.898,299.753,93.669,93.822,272.876,36.924,7.786,12.277,6.928,37.649,441.5,159.964,911.337,703.841,795.932,70.013,340.208,2157.987,3742.411,367.443,387.871,431.498,49.703,427.801,25.245,2227.545,8959.952,1987.471,22.06,236.247,311.967,35.831,387.745,31.163,798.678,6590.131,4116.469,183.262,22.725,141.279,320.181,134.485,32.683,274.25,48.713,81.553,2337.718,3152.026,472.079,24.369,190.229,617.66,16.131,22.321,55.23,152.923,29.464,405.02,1285.304,401.755,28.243,373.19,91.872,33.969,106.59,9.776,1429.698,237.41,151.679,61.162,82.255,11.091,74.87,24.174,22.937,2.182,15.815,12.369,46.368,1072.04,142.414,31.773,129.72,22.728,117.827,53.281,38.02,37.151,16.797,3.733,76.301,62.6,26.424,48.367,63.633,297.713,76.279,42.423,69.926,285.717,84.815,221.327,202.089,39.487,39.747,98.344,275.392,113.378,133.079,98.57,80.514,77.592,25.244,102.352,142.063,286.661,126.47,53.979,76.562,136.408,328.003,118.293,27.543,192.956,77.52,267.531,124.572,11.009,25.901,98.387,450.586,32.506,71.06,301.045,62.818,119.518,18.605,46.606,183.087,138.551,19.73,28.523,265.995,60.201,13.316,159.132,518.389,66.601,8.989,1043.512,93.333,17.646,111.838,50.706,19.248,307.798,5.609,25.152,32.748,45.235,68.83,11.844,5.748,6.561,1.539,3.195,31.576,63.642,33.263,10.766,19.604,41.497,11.443,25.801,20.36,10.148,30.557,70.577,27.401,8.197,15.676,46.869,48.139,598.886,41.544,3.862,19.561,33.508,117.113,75.158,25.488,14.796,17.887,64.449,2.508,11.138,5.103,11.696,158.814,191.057,361.53,248.801,584.046
"2","batch01_F_P001",1,15163.798,170912.349,8293.286,6136.608,29920.735,2858.231,3955.46,39.454,11.457,16.136,97.341,27.327,260.654,121.931,5.353,1.671,10.84,4.68,15.706,9.827,5.573,1.883,3.453,17.253,11.654,54.519,22.719,4.556,3.962,18.527,14.888,2.488,1044.373,150.634,32086.846,481.94,643.61,530.903,272.83,753.274,2407.89,192.355,266.197,23.695,32.068,53.26,70.833,126.741,12.205,1.313,20.214,0.471,152.188,4.663,225.659,106.963,1.382,0.684,2.634,4.337,7.642,1.495,11.909,10.212,4.466,31.895,42.92,31.799,1063.929,23.947,5.118,9.781,1.196,51.985,9.234,58.435,140.88,37.594,0.787,2.121,2.182,451.528,345.723,46.411,23.467,48.613,144.21,396.508,254.401,11.434,11552.616,104783.058,10089.176,14498.456,11307.544,202195.999,25691.001,23568.529,9866.526,14109.442,17335.389,2820540.824,36689.913,15154.885,2.229,1.509,0.467,6.748,15.709,5.985,29.14,90.572,1389.804,695.715,1049.867,14907.682,2233.9,14.194,326.607,54.846,2477.384,1293.36,105.507,175.111,39.829,2010.273,853.911,72.001,642.014,545.31,4452.209,3458.615,398.518,1651.031,1296.214,3343.107,7572.576,292.513,29.836,54.809,57.335,7.105,116.425,10.533,12.312,70.968,19.918,12.509,14.487,16.006,7.147,186.693,358.287,43.469,244.788,377.983,99.757,15.397,300.935,101.365,138.037,73.952,84.872,187.865,21.848,16.806,71.739,19.464,15.089,56.226,12.005,7.695,38.13,20.795,191.961,1526.161,205.254,1018.351,1808.446,342.595,78.306,1502.26,836.239,946.347,549.907,804.368,778.896,160.595,163.905,213.841,192.956,441.813,102.206,17.72,82.002,28.442,56.547,17.713,92.911,30.365,17.301,199.301,11.959,43.28,187.354,53.501,16.498,87.316,97.539,36.69,32.738,1376.513,637.208,256.859,7477.249,297.376,432.418,4805.783,11.182,984.789,5978.447,2044.171,116.098,4380.606,2601.74,1083.271,1631.412,1480.767,13.781,1406.416,2376.387,215.749,13.538,411.835,254.566,305.782,153.75,744.562,284.803,10.144,48.14,35.837,2334.788,28.322,10.914,73.863,81.921,22.99,0.857,226.894,33.331,35.078,207.698,159.804,44.121,238.55,271.641,33.124,96.997,411.249,102.967,39.768,22.117,235.241,10.777,20.767,82.188,25.061,12.181,15.054,291.472,543.35,17.62,2362.941,19.915,1811.5,2878.015,14.989,44.525,19.751,11448.779,295.051,1195.642,19325.658,1642.342,4.761,40.755,54.163,11930.099,1322.675,173.959,12413.635,10944.554,133.777,30.091,21.06,41.976,66.572,18.772,4456.319,1253.565,14.332,1893.475,7104.407,1136.518,41.087,16.304,74.541,178.433,5.764,18.518,581.18,520.075,191.019,1022.068,759.025,17.695,136.983,15.252,6.572,2111.842,66.702,14.018,94.538,130.131,40.708,16.73,285.232,2.979,20.011,25.466,50.277,49.404,201.602,66.072,169.055,302.348,28.839,43.46,173.759,174.894,14.61,50.943,118.561,11.606,9.608,13.085,3.762,22.242,312.45,62.68,492.623,376.299,60.72,23.08,152.757,1322.816,2408.095,176.12,16.512,141.356,15.801,209.543,15.335,1299.452,7801.621,1317.941,16.094,80.17,127.418,26.594,227.995,30.155,494.703,5640.439,3332.616,123.576,8.55,86.457,208.755,99.647,16.425,228.64,53.538,54.58,1989.581,2539.665,451.528,15.228,167.492,581.381,8.976,14.002,31.71,115.492,39.979,383.645,1013.237,382.128,30.852,502.812,54.206,35.607,20.708,18.314,1460.606,189.258,138.775,77.813,59.099,12.198,22.792,11.472,22.581,7.671,12.966,8.796,21.649,1033.126,141.486,14.918,65.188,21.337,27.45,20.987,13.223,16.755,10.748,5.931,22.864,30.675,18.116,24.899,40.356,56.244,22.271,14.289,42.902,238.358,45.051,35.963,129.163,22.14,29.702,46.715,176.705,82.012,75.621,56.744,44.522,39.156,10.585,85.239,90.725,252.202,104.216,24.075,40.608,127.01,272,112.29,23.789,164.553,52.847,260.373,166.253,11.641,29.102,85.499,473.939,11.402,71.466,218.988,17.054,97.656,10.902,31.298,133.167,158.953,14.608,33.838,333.084,59.379,12.915,151.21,126.711,27.872,14.159,1147.951,66.982,14.758,118.383,46.746,17.69,82.8,8.386,27.619,17.87,7.834,64.395,9.772,3.831,23.107,4.792,3.441,13.806,38.611,23.825,5.251,16.793,43.61,11.425,22.845,19.184,5.628,30.15,60.557,17.193,12.877,22.323,51.51,12.707,599.018,30.012,8.009,23.362,36.704,34.81,57.959,12.191,29.966,13.646,30.871,4.757,1.72,1.954,3.773,108.228,143.311,199.301,226.894,271.641
