"","sample","batch","CE(18:1)+H","CE(18:2)+H","CE(18:3)+H","CE(20:3)+H","CE(20:4)+H","CE(22:5)+H","CE(22:6)+H","CER(16:0)+H","CER(18:0)+H","CER(20:0)+H","CER(22:0)+H","CER(22:1)+H","CER(24:0)+H","CER(24:1)+H","CER(26:0)+H","CER(26:1)+H","Cer(d16:1_22:0)","Cer(d16:1_23:0)","Cer(d16:1_24:0)","Cer(d17:1_24:0)","Cer(d17:1_24:1)","Cer(d18:2_16:0)","Cer(d18:2_20:0)","Cer(d18:2_22:0)","Cer(d18:2_23:0)","Cer(d18:2_24:0)","Cer(d18:2_24:1)","Cer(d19:1_22:0)","Cer(d19:1_23:0)","Cer(d19:1_24:0)","Cer(d19:1_24:1)","Cer(d20:1_24:0)","DAG(16:0_17:0)+NH4","DAG(16:0_18:2)+NH4","DAG(16:1_16:1)+NH4","DAG(16:1_17:0)+NH4","DAG(18:1_18:1)+NH4","DAG(18:2_18:2)+NH4","DAG(18:2_20:4)+NH4","DAG(20:0_20:3)+NH4","DAG(20:0_20:4)+NH4","DAG(20:0_22:5)+NH4","DAG(20:0_22:6)+NH4","DCER(22:0)+H","DCER(22:1)+H","DCER(24:0)+H","DCER(24:1)+H","HCER(16:0)","HCER(18:0)","HCER(18:1)","HCER(20:0)","HCER(20:1)","HCER(22:0)","HCER(22:1)","HCER(24:0)","HCER(24:1)","HCER(26:0)","HCER(26:1)","HCER(d18:0_22:0)","HCER(d18:0_24:0)","HCER(d18:0_24:1)","HexCer(d16:1_18:0)","HexCer(d16:1_22:0)","HexCer(d16:1_24:0)","HexCer(d18:2_20:0)","HexCer(d18:2_22:0)","HexCer(d18:2_24:0)","LCER(14:0)+H","LCER(16:0)+H","LCER(18:0)+H","LCER(18:1)+H","LCER(20:0)+H","LCER(20:1)+H","LCER(22:0)+H","LCER(22:1)+H","LCER(24:0)+H","LCER(24:1)+H","LCER(24:2)+H","LCER(26:1)+H","LCER(d18:0_22:0)+H-H2O","LCER(d18:0_24:0)+H-H2O","LPC(O-16:0)","LPC(O-18:0)","LPC(O-20:0)","LPC(O-20:1)","LPC(O-22:0)","LPC(P-16:0)","LPC(P-17:0)","LPC(P-18:0)","LPC(P-18:1)","MAG (14:0)+Na","MAG (15:0)+Na","MAG (16:0)+Na","MAG (18:0)+Na","MAG (18:1)+Na","MAG (18:2)+Na","MAG (18:3)+Na","MAG (19:0)+Na","MAG (20:0)+Na","MAG (20:1)+Na","MAG (20:5)+Na","MAG (22:4)+Na","MAG (22:5)+Na","MAG (22:6)+Na","PE-CER(d16:1/16:0)","PE-Cer(d16:1/18:0)","PE-Cer(d16:1/20:0)","PE-Cer(d16:1/22:0)","PE-Cer(d16:1/24:0)","PE-Cer(d16:1/24:1)","SM(31:1)+H","SM(32:0)+H","SM(32:1)+H","SM(33:1)+H","SM(34:0)+H","SM(34:1)+H","SM(34:2)+H","SM(34:3)+H","SM(35:1)+H","SM(35:2)+H","SM(36:1)+H","SM(36:2)+H","SM(36:3)+H","SM(37:1)+H","SM(37:2)+H","SM(38:1)+H","SM(38:2)+H","SM(38:3)+H","SM(39:1)+H","SM(40:0)+H","SM(40:1)+H","SM(40:2)+H","SM(40:3)+H","SM(41:1)+H","SM(41:2)+H","SM(42:1)+H","SM(42:2)+H","SM(43:2)+H","SM(44:1)+H","SM(44:2)+H","SM(44:3)+H","TAG(42:1_FA16:1)+NH4","TAG(44:0_FA16:0)+NH4","TAG(44:0_FA18:0)+NH4","TAG(44:1_FA16:1)+NH4","TAG(44:1_FA18:1)+NH4","TAG(44:2_FA18:1)+NH4","TAG(44:3_FA18:2)+NH4","TAG(45:0_FA16:0)+NH4","TAG(45:1_FA16:0)+NH4","TAG(45:1_FA18:1)+NH4","TAG(46:0_FA14:0)+NH4","TAG(46:0_FA16:0)+NH4","TAG(46:0_FA18:0)+NH4","TAG(46:1_FA14:0)+NH4","TAG(46:1_FA16:0)+NH4","TAG(46:1_FA16:1)+NH4","TAG(46:1_FA18:0)+NH4","TAG(46:1_FA18:1)+NH4","TAG(46:2_FA14:0)+NH4","TAG(46:2_FA16:0)+NH4","TAG(46:2_FA16:1)+NH4","TAG(46:2_FA18:1)+NH4","TAG(46:2_FA18:2)+NH4","TAG(46:3_FA16:0)+NH4","TAG(46:3_FA16:1)+NH4","TAG(46:3_FA18:2)+NH4","TAG(46:3_FA18:3)+NH4","TAG(47:0_FA14:0)+NH4","TAG(47:0_FA16:0)+NH4","TAG(47:1_FA16:1)+NH4","TAG(47:1_FA17:0)+NH4","TAG(47:1_FA18:1)+NH4","TAG(47:2_FA18:2)+NH4","TAG(48:0_FA14:0)+NH4","TAG(48:0_FA16:0)+NH4","TAG(48:0_FA18:0)+NH4","TAG(48:1_FA14:0)+NH4","TAG(48:1_FA16:0)+NH4","TAG(48:1_FA16:1)+NH4","TAG(48:1_FA18:0)+NH4","TAG(48:1_FA18:1)+NH4","TAG(48:2_FA14:0)+NH4","TAG(48:2_FA16:0)+NH4","TAG(48:2_FA16:1)+NH4","TAG(48:2_FA18:1)+NH4","TAG(48:2_FA18:2)+NH4","TAG(48:3_FA14:0)+NH4","TAG(48:3_FA16:0)+NH4","TAG(48:3_FA16:1)+NH4","TAG(48:3_FA18:1)+NH4","TAG(48:3_FA18:2)+NH4","TAG(48:3_FA18:3)+NH4","TAG(48:4_FA14:0)+NH4","TAG(48:4_FA16:0)+NH4","TAG(48:4_FA18:1)+NH4","TAG(48:4_FA18:3)+NH4","TAG(48:5_FA18:3)+NH4","TAG(49:0_FA16:0)+NH4","TAG(49:0_FA18:0)+NH4","TAG(49:1_FA14:0)+NH4","TAG(49:1_FA16:0)+NH4","TAG(49:1_FA16:1)+NH4","TAG(49:1_FA17:0)+NH4","TAG(49:1_FA18:1)+NH4","TAG(49:2_FA16:1)+NH4","TAG(49:2_FA17:0)+NH4","TAG(49:2_FA18:1)+NH4","TAG(49:2_FA18:2)+NH4","TAG(49:3_FA18:2)+NH4","TAG(50:0_FA14:0)+NH4","TAG(50:0_FA16:0)+NH4","TAG(50:0_FA18:0)+NH4","TAG(50:1_FA14:0)+NH4","TAG(50:1_FA16:0)+NH4","TAG(50:1_FA16:1)+NH4","TAG(50:1_FA18:0)+NH4","TAG(50:1_FA18:1)+NH4","TAG(50:1_FA20:1)+NH4","TAG(50:2_FA14:0)+NH4","TAG(50:2_FA16:0)+NH4","TAG(50:2_FA16:1)+NH4","TAG(50:2_FA18:0)+NH4","TAG(50:2_FA18:1)+NH4","TAG(50:2_FA18:2)+NH4","TAG(50:3_FA14:0)+NH4","TAG(50:3_FA16:0)+NH4","TAG(50:3_FA16:1)+NH4","TAG(50:3_FA18:0)+NH4","TAG(50:3_FA18:1)+NH4","TAG(50:3_FA18:2)+NH4","TAG(50:3_FA18:3)+NH4","TAG(50:3_FA20:3)+NH4","TAG(50:4_FA14:0)+NH4","TAG(50:4_FA16:0)+NH4","TAG(50:4_FA16:1)+NH4","TAG(50:4_FA18:1)+NH4","TAG(50:4_FA18:2)+NH4","TAG(50:4_FA18:3)+NH4","TAG(50:4_FA20:3)+NH4","TAG(50:4_FA20:4)+NH4","TAG(50:5_FA14:0)+NH4","TAG(50:5_FA16:0)+NH4","TAG(50:5_FA16:1)+NH4","TAG(50:5_FA18:1)+NH4","TAG(50:5_FA18:2)+NH4","TAG(50:5_FA18:3)+NH4","TAG(50:5_FA20:4)+NH4","TAG(50:5_FA20:5)+NH4","TAG(51:0_FA16:0)+NH4","TAG(51:0_FA17:0)+NH4","TAG(51:0_FA18:0)+NH4","TAG(51:1_FA16:0)+NH4","TAG(51:1_FA17:0)+NH4","TAG(51:1_FA18:0)+NH4","TAG(51:1_FA18:1)+NH4","TAG(51:2_FA16:0)+NH4","TAG(51:2_FA16:1)+NH4","TAG(51:2_FA17:0)+NH4","TAG(51:2_FA18:1)+NH4","TAG(51:2_FA18:2)+NH4","TAG(51:3_FA16:1)+NH4","TAG(51:3_FA17:0)+NH4","TAG(51:3_FA18:2)+NH4","TAG(51:3_FA18:3)+NH4","TAG(51:4_FA16:1)+NH4","TAG(51:4_FA18:2)+NH4","TAG(51:4_FA18:3)+NH4","TAG(51:5_FA18:2)+NH4","TAG(51:5_FA18:3)+NH4","TAG(52:0_FA16:0)+NH4","TAG(52:0_FA18:0)+NH4","TAG(52:0_FA20:0)+NH4","TAG(52:1_FA16:0)+NH4","TAG(52:1_FA16:1)+NH4","TAG(52:1_FA18:0)+NH4","TAG(52:1_FA18:1)+NH4","TAG(52:1_FA20:0)+NH4","TAG(52:1_FA20:1)+NH4","TAG(52:2_FA14:0)+NH4","TAG(52:2_FA16:0)+NH4","TAG(52:2_FA16:1)+NH4","TAG(52:2_FA18:0)+NH4","TAG(52:2_FA18:1)+NH4","TAG(52:2_FA18:2)+NH4","TAG(52:2_FA20:0)+NH4","TAG(52:2_FA20:1)+NH4","TAG(52:2_FA20:2)+NH4","TAG(52:3_FA16:0)+NH4","TAG(52:3_FA16:1)+NH4","TAG(52:3_FA18:0)+NH4","TAG(52:3_FA18:1)+NH4","TAG(52:3_FA18:2)+NH4","TAG(52:3_FA18:3)+NH4","TAG(52:3_FA20:0)+NH4","TAG(52:3_FA20:1)+NH4","TAG(52:3_FA20:2)+NH4","TAG(52:3_FA20:3)+NH4","TAG(52:4_FA14:0)+NH4","TAG(52:4_FA16:0)+NH4","TAG(52:4_FA16:1)+NH4","TAG(52:4_FA18:0)+NH4","TAG(52:4_FA18:1)+NH4","TAG(52:4_FA18:2)+NH4","TAG(52:4_FA18:3)+NH4","TAG(52:4_FA20:0)+NH4","TAG(52:4_FA20:2)+NH4","TAG(52:4_FA20:3)+NH4","TAG(52:4_FA20:4)+NH4","TAG(52:4_FA22:4)+NH4","TAG(52:5_FA14:0)+NH4","TAG(52:5_FA16:0)+NH4","TAG(52:5_FA16:1)+NH4","TAG(52:5_FA18:1)+NH4","TAG(52:5_FA18:2)+NH4","TAG(52:5_FA18:3)+NH4","TAG(52:5_FA20:3)+NH4","TAG(52:5_FA20:4)+NH4","TAG(52:5_FA20:5)+NH4","TAG(52:6_FA14:0)+NH4","TAG(52:6_FA16:0)+NH4","TAG(52:6_FA16:1)+NH4","TAG(52:6_FA18:1)+NH4","TAG(52:6_FA18:2)+NH4","TAG(52:6_FA18:3)+NH4","TAG(52:6_FA20:4)+NH4","TAG(52:6_FA20:5)+NH4","TAG(52:7_FA16:0)+NH4","TAG(52:7_FA22:6)+NH4","TAG(53:0_FA16:0)+NH4","TAG(53:1_FA16:0)+NH4","TAG(53:1_FA17:0)+NH4","TAG(53:1_FA18:0)+NH4","TAG(53:1_FA18:1)+NH4","TAG(53:2_FA16:0)+NH4","TAG(53:2_FA17:0)+NH4","TAG(53:2_FA18:1)+NH4","TAG(53:2_FA18:2)+NH4","TAG(53:3_FA16:0)+NH4","TAG(53:3_FA17:0)+NH4","TAG(53:3_FA18:2)+NH4","TAG(53:4_FA16:0)+NH4","TAG(53:4_FA17:0)+NH4","TAG(53:4_FA18:2)+NH4","TAG(53:4_FA18:3)+NH4","TAG(53:4_FA20:4)+NH4","TAG(53:5_FA20:4)+NH4","TAG(53:6_FA20:4)+NH4","TAG(54:0_FA16:0)+NH4","TAG(54:0_FA18:0)+NH4","TAG(54:1_FA16:0)+NH4","TAG(54:1_FA18:0)+NH4","TAG(54:1_FA18:1)+NH4","TAG(54:1_FA20:0)+NH4","TAG(54:1_FA20:1)+NH4","TAG(54:2_FA16:0)+NH4","TAG(54:2_FA18:0)+NH4","TAG(54:2_FA18:1)+NH4","TAG(54:2_FA18:2)+NH4","TAG(54:2_FA20:0)+NH4","TAG(54:2_FA20:1)+NH4","TAG(54:2_FA20:2)+NH4","TAG(54:3_FA16:0)+NH4","TAG(54:3_FA16:1)+NH4","TAG(54:3_FA18:0)+NH4","TAG(54:3_FA18:1)+NH4","TAG(54:3_FA18:2)+NH4","TAG(54:3_FA18:3)+NH4","TAG(54:3_FA20:1)+NH4","TAG(54:3_FA20:2)+NH4","TAG(54:3_FA20:3)+NH4","TAG(54:4_FA16:0)+NH4","TAG(54:4_FA16:1)+NH4","TAG(54:4_FA18:0)+NH4","TAG(54:4_FA18:1)+NH4","TAG(54:4_FA18:2)+NH4","TAG(54:4_FA18:3)+NH4","TAG(54:4_FA20:1)+NH4","TAG(54:4_FA20:2)+NH4","TAG(54:4_FA20:3)+NH4","TAG(54:4_FA20:4)+NH4","TAG(54:4_FA22:4)+NH4","TAG(54:5_FA16:0)+NH4","TAG(54:5_FA16:1)+NH4","TAG(54:5_FA18:0)+NH4","TAG(54:5_FA18:1)+NH4","TAG(54:5_FA18:2)+NH4","TAG(54:5_FA18:3)+NH4","TAG(54:5_FA20:2)+NH4","TAG(54:5_FA20:3)+NH4","TAG(54:5_FA20:4)+NH4","TAG(54:5_FA20:5)+NH4","TAG(54:5_FA22:4)+NH4","TAG(54:5_FA22:5)+NH4","TAG(54:6_FA16:0)+NH4","TAG(54:6_FA16:1)+NH4","TAG(54:6_FA18:1)+NH4","TAG(54:6_FA18:2)+NH4","TAG(54:6_FA18:3)+NH4","TAG(54:6_FA20:3)+NH4","TAG(54:6_FA20:4)+NH4","TAG(54:6_FA20:5)+NH4","TAG(54:6_FA22:5)+NH4","TAG(54:6_FA22:6)+NH4","TAG(54:7_FA16:1)+NH4","TAG(54:7_FA18:1)+NH4","TAG(54:7_FA18:2)+NH4","TAG(54:7_FA18:3)+NH4","TAG(54:7_FA20:4)+NH4","TAG(54:7_FA20:5)+NH4","TAG(54:7_FA22:5)+NH4","TAG(54:7_FA22:6)+NH4","TAG(54:8_FA18:2)+NH4","TAG(54:8_FA18:3)+NH4","TAG(54:8_FA20:4)+NH4","TAG(54:8_FA20:5)+NH4","TAG(54:8_FA22:6)+NH4","TAG(55:1_FA16:0)+NH4","TAG(55:1_FA18:1)+NH4","TAG(55:2_FA18:1)+NH4","TAG(55:2_FA18:2)+NH4","TAG(55:3_FA18:1)+NH4","TAG(55:3_FA18:2)+NH4","TAG(55:4_FA18:1)+NH4","TAG(55:4_FA18:2)+NH4","TAG(55:5_FA18:1)+NH4","TAG(55:5_FA18:2)+NH4","TAG(55:5_FA20:4)+NH4","TAG(55:7_FA22:6)+NH4","TAG(56:1_FA16:0)+NH4","TAG(56:1_FA18:1)+NH4","TAG(56:10_FA18:2)+NH4","TAG(56:2_FA16:0)+NH4","TAG(56:2_FA18:0)+NH4","TAG(56:2_FA20:0)+NH4","TAG(56:2_FA20:1)+NH4","TAG(56:3_FA16:0)+NH4","TAG(56:3_FA18:0)+NH4","TAG(56:3_FA18:1)+NH4","TAG(56:3_FA18:2)+NH4","TAG(56:3_FA20:0)+NH4","TAG(56:3_FA20:1)+NH4","TAG(56:3_FA20:2)+NH4","TAG(56:4_FA16:0)+NH4","TAG(56:4_FA18:0)+NH4","TAG(56:4_FA18:1)+NH4","TAG(56:4_FA18:2)+NH4","TAG(56:4_FA20:1)+NH4","TAG(56:4_FA20:2)+NH4","TAG(56:4_FA20:3)+NH4","TAG(56:4_FA20:4)+NH4","TAG(56:4_FA22:4)+NH4","TAG(56:5_FA16:0)+NH4","TAG(56:5_FA18:0)+NH4","TAG(56:5_FA18:1)+NH4","TAG(56:5_FA18:2)+NH4","TAG(56:5_FA20:1)+NH4","TAG(56:5_FA20:2)+NH4","TAG(56:5_FA20:3)+NH4","TAG(56:5_FA20:4)+NH4","TAG(56:5_FA22:4)+NH4","TAG(56:5_FA22:5)+NH4","TAG(56:6_FA16:0)+NH4","TAG(56:6_FA18:0)+NH4","TAG(56:6_FA18:1)+NH4","TAG(56:6_FA18:2)+NH4","TAG(56:6_FA18:3)+NH4","TAG(56:6_FA20:2)+NH4","TAG(56:6_FA20:3)+NH4","TAG(56:6_FA20:4)+NH4","TAG(56:6_FA20:5)+NH4","TAG(56:6_FA22:4)+NH4","TAG(56:6_FA22:5)+NH4","TAG(56:6_FA22:6)+NH4","TAG(56:7_FA16:0)+NH4","TAG(56:7_FA16:1)+NH4","TAG(56:7_FA18:0)+NH4","TAG(56:7_FA18:1)+NH4","TAG(56:7_FA18:2)+NH4","TAG(56:7_FA18:3)+NH4","TAG(56:7_FA20:3)+NH4","TAG(56:7_FA20:4)+NH4","TAG(56:7_FA20:5)+NH4","TAG(56:7_FA22:4)+NH4","TAG(56:7_FA22:5)+NH4","TAG(56:7_FA22:6)+NH4","TAG(56:8_FA16:0)+NH4","TAG(56:8_FA16:1)+NH4","TAG(56:8_FA18:1)+NH4","TAG(56:8_FA18:2)+NH4","TAG(56:8_FA18:3)+NH4","TAG(56:8_FA20:4)+NH4","TAG(56:8_FA20:5)+NH4","TAG(56:8_FA22:5)+NH4","TAG(56:8_FA22:6)+NH4","TAG(56:9_FA18:3)+NH4","TAG(56:9_FA20:4)+NH4","TAG(56:9_FA20:5)+NH4","TAG(56:9_FA22:6)+NH4","TAG(57:2_FA18:1)+NH4","TAG(57:3_FA18:2)+NH4","TAG(58:10_FA18:2)+NH4","TAG(58:10_FA20:4)+NH4","TAG(58:10_FA20:5)+NH4","TAG(58:10_FA22:5)+NH4","TAG(58:10_FA22:6)+NH4","TAG(58:2_FA18:1)+NH4","TAG(58:3_FA18:1)+NH4","TAG(58:6_FA16:0)+NH4","TAG(58:6_FA18:0)+NH4","TAG(58:6_FA18:1)+NH4","TAG(58:6_FA20:4)+NH4","TAG(58:6_FA22:4)+NH4","TAG(58:6_FA22:5)+NH4","TAG(58:7_FA16:0)+NH4","TAG(58:7_FA18:0)+NH4","TAG(58:7_FA18:1)+NH4","TAG(58:7_FA18:2)+NH4","TAG(58:7_FA20:4)+NH4","TAG(58:7_FA22:4)+NH4","TAG(58:7_FA22:5)+NH4","TAG(58:7_FA22:6)+NH4","TAG(58:8_FA18:1)+NH4","TAG(58:8_FA18:2)+NH4","TAG(58:8_FA20:3)+NH4","TAG(58:8_FA20:4)+NH4","TAG(58:8_FA22:5)+NH4","TAG(58:8_FA22:6)+NH4","TAG(58:9_FA18:1)+NH4","TAG(58:9_FA18:2)+NH4","TAG(58:9_FA20:4)+NH4","TAG(58:9_FA22:5)+NH4","TAG(58:9_FA22:6)+NH4","TAG(60:10_FA22:5)+NH4","TAG(60:10_FA22:6)+NH4","TAG(60:11_FA22:5)+NH4","TAG(60:11_FA22:6)+NH4","TG(49:1) [NL-15:0]","TG(51:2) [NL-15:0]","TG(O-50:1) [NL-16:0]","TG(O-52:0) [NL-16:0]","TG(O-52:2) [NL-16:0]"
"1","batch01_QC001",1,6879.016,55643.866,3017.452,1333.062,12882.051,0.1,792.028,34.488,10.637,14.624,124.617,33.628,410.055,153.695,4.61,4.599,10.708,3.349,21.066,11.856,9.025,5.315,1.362,14.464,13.332,85.944,39.513,7.037,8.702,30.153,8.408,5.438,817.519,0.1,19078.686,623.641,51.644,37.194,344.391,574.34,2071.18,118.6687,132.88,23.526,52.541,42.742,57.25,117.62,10.762,1.691,13.604,0.649,104.585,8.027,171.763,107.423,0.83,0.91,1.618,2.506,7.512,1.116,8.013,6.559,2.494,22.898,30.883,27.867,1259.782,23.117,14.663,7.542,5.233,33.981,11.419,46.651,129.581,37.002,1.476,0.932,1.64,428.557,374.345,47.37,31.594,48.242,165.753,612.329,284.162,11.923,11153.196,81481.731,10460.274,16704.573,8626.323,97651.631,26190.644,14024.703,5374.214,9772.507,13344.48,1697511.526,22741.713,8328.285,3.062,6.897,3.351,8.099,21.737,9.187,26.63,93.504,1486.193,729.81,1312.806,17324.095,2370.314,20.471,406,72.919,3236.17,1744.495,203.889,195.849,49.719,2342.648,1010.274,101.582,695.682,707.721,5594.414,3868.995,516.084,2223.316,1518.299,4647.893,10358.855,371.244,39.753,82.019,74.551,14.197,94.043,13.919,25.392,88.639,17.714,0.001,10.465,5.938,6.7336,236.58,566.654,21.282,239.507,351.695,136.661,21.48,252.938,117.243,99.103,109.168,121.561,113.703,11.35,23.581,19.799,14.733,19.34,80.689,12.743,9.08,36.712,20.322,212.825,2151.35,206.327,1178.023,2506.375,615.438,49.866,1402.084,754.827,1144.51,706.867,700.053,792.825,147.118,161.696,191.403,152.676,383.659,64.993,20.16,65.377,26.315,29.64,7.572,108.308,28.011,18.699,241.399,21.696,40.96,160.072,42.965,18.308,63.77,110.597,31.557,23.035,1934.935,784.021,265.636,9969.146,485.261,522.417,5956.138,5.713,990.696,8026.558,3021.583,116.525,5124.979,3035.493,868.832,2069.382,1952.899,25.79,1404.726,2824.199,255.037,23.957,370.105,280.557,350.531,120.858,672.91,322.627,12.02,71.591,39.954,2470.62,31.192,13.257,53.855,85.286,34.795,7.479,277.417,30.934,58.94,262.974,203.332,48.295,271.415,319.228,51.999,118.625,417.957,127.239,54.98,34.74,222.915,9.036,22.358,76.617,35.099,11.619,4.349,448.088,617.442,31.581,3361.037,56.809,2728.849,3934.349,16.377,44.541,16.932,15119.651,402.599,1537.563,25557.165,1955.881,1.005,82.985,47.032,14423.904,1825.372,227.167,14653.315,12611.221,157.762,35.619,22.973,69.352,86.332,23.046,4668.076,1618.083,16.94,2164.895,7592.851,1297.307,23.932,24.893,80.08,273.568,6.356,24.213,669.169,561.025,181.813,1102.954,887.053,15.418,236.752,31.5,11.183,2041.556,75.84,29.131,96.808,137.416,51.486,28.62,246.85,11.206,36.531,60.414,49.862,70.35,226.719,90.584,178.262,369.149,33.659,61.749,196.657,240.537,17.836,63.577,155.146,26.108,12.061,18.053,1.595,35.219,350.338,103.559,670.568,499.381,64.44,39.155,269.475,1827.176,3401.778,210.384,32.004,230.59,24.032,330.054,34.836,1532.058,9258.208,1481.571,13.654,113.877,220.528,50.152,395.359,41.632,491.826,6759.949,3825.487,156.07,24.745,113.115,373.329,163.253,31.333,348.83,53.03,75.238,2332.292,2800.731,480.875,23.746,243.352,1049.725,20.114,37.695,64.724,179.343,84.492,423.657,1069.526,377.36,31.565,665.043,138.817,45.936,81.934,25.656,1505.213,151.143,126.995,100.326,86.511,11.781,61.843,26.421,21.747,10.964,9.494,11.676,55.414,1026.245,145.713,24.742,72.898,14.72,42.264,20.181,17.767,15.727,14.57,2.626,32.302,45.603,17.036,26.756,32.829,41.251,29.466,14.18,36.772,206.732,41.301,32.264,100.479,22.233,33.594,61.216,228.894,64.428,67.187,69.841,50.703,47.069,17.42,134.675,114.963,328.077,119.845,22.838,58.939,167.903,370.648,161.896,28.598,208.57,73.92,357.08,184.819,15.316,18.044,148.967,700.878,22.94,123.366,355.653,32.657,165.022,30.523,29.964,209.723,201.797,19.788,44.438,469.423,76.364,8.783,200.198,345.488,62.553,17.061,1022.441,133.678,25.123,169.111,47.117,24.207,244.181,19.791,31.571,29.055,30.061,66.044,11.907,17.391,28.948,13.6,0.262,27.45,67.619,29.245,10.532,20.588,60.905,6.076,29.868,36.749,12.623,28.47,90.113,21.601,16.041,15.088,75.594,27.743,558.259,51.132,13.635,48.404,68.469,88.754,73.822,44.882,67.01,22.154,92.424,5.499,9.463,3.088,7.242,129.74,122.126,241.399,277.417,319.228
"2","batch01_QC002",1,16615.257,142261.226,5160.753,3740.372,25952.061,162.848,2444.234,41.307,5.555,15.758,138.938,35.792,471.087,186.048,8.386,3.819,7.998,5.782,27.453,15.916,6.145,8.371,1.338,23.739,18.085,82.859,29.714,1.852,7.536,27.25,16.464,3.744,565.669,156.879,24961.357,500.422,402.821,250.351,216.863,1251.29,5632.328,102.342,212.349,32.825,56.767,56.839,76.294,124.838,10.693,2.206,16.314,0.507,109.918,6.353,187.694,107.395,0.634,1.461,1.785,4.845,9.186,1.159,8.756,6.559,3.346,21.333,31.82,36.509,1354.919,19.574,12.21,7.472,5.942,40.197,14.864,53.677,142.257,40.44,1.554,2.448,0.859,475.118,421.897,48.591,32.717,50.449,184.431,661.304,309.116,13.421,13713.541,146958.775,23377.438,27208.536,15801.977,264586.574,58850.714,25121.058,13054.862,23692.026,25647.926,3466457.135,41989.071,16376.529,1.338,1.87,5.22,6.189,28.146,6.165,29.401,104.135,1643.62,806.777,1445.086,19191.033,2627.148,22.512,445.994,77.882,3598.231,1902.373,220.473,206.672,53.594,2513.323,1091.052,111.464,768.826,750.151,5988.39,4020.829,543.958,2400.898,1637.047,5085.301,11223.674,401.567,42.642,86.394,81.897,10.255,133.717,10.325,36.962,63.88,19.781,10.237,3.597,7.556,5.906,256.6,479.619,44.289,230.817,423.478,173.092,4.365,242.285,95.7,111.773,67.725,70.85,124.244,5.81,19.233,49.198,13.679,19.687,89.557,17.095,22.188,51.985,13.897,197.254,2672.119,193.86,1296.949,3066.837,709.157,92.475,1758.669,886.492,1317.794,839.181,839.869,747.504,183.783,206.85,210.513,158.2,456.104,60.117,31.353,104.621,10.661,42.528,16.907,124.925,32.873,24.926,323.961,25.493,35.847,186.392,33.634,14.013,63.75,89.702,37.974,25.931,2182.468,864.79,268.322,10624.623,476.468,588.56,6479.151,15.662,1043.765,8321.171,3152.025,113.605,5717.008,3397.728,963.716,2140.755,1991.823,29.032,1397.859,2755.516,257.889,21.91,340.091,261.8,405.174,141.691,765.673,274.681,13.125,80.897,28.99,2468.674,44.268,17.709,68.891,83.716,45.809,11.172,251.732,40.679,46.249,298.634,212.698,55.949,286.444,330.655,72.566,147.477,454.561,126.672,50.266,37.019,210.772,8.522,29.685,88.169,30.239,15.551,12.483,501.995,693.033,11.529,3732.723,45.283,2901.517,4269.705,30.567,54.535,24.632,16585.241,369.926,1612.694,27475.798,2057.664,11.455,73.179,66.819,15814.533,1993.31,233.829,15723.571,13755.365,186.127,41.119,21.957,97.56,99.203,24.474,5208.618,1808.058,15.985,2310.235,8171.311,1383.968,48.446,21.642,91.831,322.351,14.698,15.734,656.743,644.089,158.681,1092.522,793.152,25.142,243.519,29.896,5.793,2072.856,70.755,27.759,86.084,156.511,76.614,24.825,266.156,7.816,52.763,66.771,59.294,63.055,258.683,89.453,266.12,500.654,59.622,75.261,233.161,214.492,12.688,57.051,181.832,39.567,12.006,14.346,11.583,43.946,405.102,94.897,771.586,679.232,102.102,46.899,309.4,2243.324,4001.728,258.59,40.688,238.048,36.15,361.426,34.783,1801.363,10554.117,1720.379,25.916,122.281,226.204,49.369,407.576,57.62,605.101,7982.002,4544.201,164.679,24.286,128.817,433.939,180.975,39.338,431.057,54.496,75.631,2514.647,3416.395,557.287,29.577,295.379,1115.842,19.337,39.774,78.954,188.475,64.14,425.587,1322.706,482.244,58.939,781.168,134.397,62.403,66.965,32.601,1656.364,181.16,181.777,125.757,97.511,10.792,74.963,35.419,39,21.311,6.324,26.17,68.714,1035.95,122.362,9.039,73.431,20.431,39.358,41.033,21.647,9.944,20.906,8.188,62.401,43.187,13.703,33.288,32.543,71.925,38.779,23.953,52.433,246.311,50.006,48.786,137.22,36.779,27.66,79.562,262.521,90.088,86.813,75.795,81.032,62.602,20.193,141.022,141.012,349.097,116.613,19.749,76.073,181.936,422.332,165.822,49.555,250.395,71.357,394.087,187.912,23.063,19.994,136.487,739.299,38.344,119.62,437.356,27.875,179.724,17.968,21.655,215.926,246.399,27.789,58.17,494.061,90.048,21.168,239.889,421.806,50.609,21.353,1046.981,121.099,51.272,208.1,67.35,33.238,240.394,7.76,40.893,26.36,41.625,94.165,10.545,8.656,40.268,9.365,2.466,25.09,66.436,36.004,12.067,23.513,40.526,13.024,33.91,39.505,8.886,26.34,94.789,37.908,19.76,21.698,81.203,37.569,536.059,47.59,13.495,60.563,75.522,94.191,77.31,25.841,75.885,20.783,79.143,6.012,9.172,8.316,12.881,117.344,139.72,323.961,251.732,330.655
