name,batch01_CHUV_P001,batch01_CHUV_P002,batch01_CHUV_P003,batch01_CHUV_P004,batch01_CHUV_P005,batch01_CHUV_P006,batch01_CHUV_P007,batch01_CHUV_P008,batch01_CHUV_P009,batch01_CHUV_P010,batch01_CHUV_P011,batch01_CHUV_P012,batch01_CHUV_P013,batch01_CHUV_P014,batch01_CHUV_P015,batch01_CHUV_P016,batch01_CHUV_P017,batch01_CHUV_P018,batch01_CHUV_P019,batch01_CHUV_P020,batch01_CHUV_P021,batch01_F_P001,batch01_F_P002,batch01_F_P003,batch01_F_P004,batch01_F_P005,batch01_F_P006,batch01_F_P007,batch01_F_P008,batch01_F_P009,batch01_F_P010,batch01_F_P011,batch01_F_P012,batch01_F_P013,batch01_F_P014,batch01_F_P015,batch01_F_P016,batch01_F_P017,batch01_F_P018,batch01_F_P019,batch01_F_P020,batch01_F_P021,batch01_M_P001,batch01_M_P002,batch01_M_P003,batch01_M_P004,batch01_M_P005,batch01_M_P006,batch01_M_P007,batch01_M_P008,batch01_M_P009,batch01_M_P010,batch01_M_P011,batch01_M_P012,batch01_M_P013,batch01_M_P014,batch01_M_P015,batch01_M_P016,batch01_M_P017,batch01_M_P018,batch01_M_P019,batch01_M_P020,batch01_M_P021,batch01_NAT_P001,batch01_NAT_P002,batch01_NAT_P003,batch01_NAT_P004,batch01_NAT_P005,batch01_NAT_P006,batch01_NAT_P007,batch01_NAT_P008,batch01_NAT_P009,batch01_NAT_P010,batch01_NAT_P011,batch01_NAT_P012,batch01_NAT_P013,batch01_NAT_P014,batch01_NAT_P015,batch01_NAT_P016,batch01_NAT_P017,batch01_NAT_P018,batch01_NAT_P019,batch01_NAT_P020,batch01_NAT_P021,batch01_QC001,batch01_QC002,batch01_QC003,batch01_QC004,batch01_QC005,batch01_QC006,batch01_QC007,batch01_QC008,batch01_QC009,batch01_QC010,batch01_QC011
LPG(18:1)-H,8.174,6.248,6.784,6.017,5.091,6.01,6.372,6.256,7.443,6.912,6.388,7.251,5.333,6.135,4.66,7.825,5.686,5.882,7.375,6.258,7.078,7.915,8.907,9.449,8.794,6.385,8.417,7.03,9.004,7.265,8.051,9.569,7.315,9.185,8.257,8.638,8.757,8.192,10.043,9.77,6.25,8.74,8.193,7.77,6.856,7.676,7.625,8.31,7.968,7.322,5.128,7.677,7.418,7.939,5.706,6.534,8.298,6.441,8.414,8.641,8.367,6.33,7.115,9.78,9.943,11.526,10.456,11.422,9.415,11.712,12.212,10.39,8.201,9.903,7.905,7.642,11.85,10.85,11.323,10.66,10.516,8.173,12.806,10.316,7.432,8.53,8.744,10.533,8.331,6.252,7.362,6.919,8.64,7.116,6.31
LPG(18:2)-H,3.232,3.64,2.955,3.959,4.12,2.835,3.456,3.179,2.438,2.779,3.987,3.608,3.209,3.206,3.155,3.779,3.364,2.973,2.78,3.277,2.953,3.053,3.846,2.477,3.749,3.464,3.946,3.512,3.224,3.012,3.968,4.623,3.598,3.518,3.141,3.932,3.368,3.394,3.926,3.598,2.259,2.69,2.858,2.219,1.835,2.249,2.26,2.635,2.289,2.476,1.198,1.841,2.027,2.265,2.058,2.321,2.66,1.183,1.985,2.652,2.755,2.254,4.105,3.821,4.544,3.467,2.985,3.781,3.127,3.711,3.291,3.205,2.677,3.669,2.885,1.672,3.317,3.206,2.019,3.654,4.563,3.724,4.331,3.01,2.669,3.42,3.157,3.866,1.877,2.78,2.575,2.647,1.518,2.607,3.191
LPI(16:0)-H,10.845,11.76,9.816,11.451,11.729,10.88,10.783,11.195,10.329,10.899,11.036,11.827,11.468,12.124,11.211,11.166,12.02,11.665,12.79,12.642,12.267,4.226,4.088,4.371,3.961,4.171,3.752,4.116,3.996,3.47,3.885,4.006,3.754,4.381,3.894,4.6,4.416,4.282,4.068,4.356,4.698,4.135,17.54,19.686,18.872,18.287,18.781,19.239,18.938,20.08,18.434,18.412,18.858,19.175,19.357,19.609,20.347,20.252,21.101,20.343,20.074,21.553,19.398,5.55,6.327,6.646,6.854,6.317,6.248,5.989,6.288,6.118,6.444,6.396,6.672,5.472,7.03,7.547,6.898,6.761,6.485,6.977,6.645,6.515,4.589,4.318,5.122,3.991,4.524,4.625,4.62,5.241,5.242,5.523,5.291
LPI(16:1)-H,1.292,1.976,1.811,1.556,1.588,1.633,2.073,1.403,1.285,1.703,1.476,1.659,1.377,1.83,1.416,1.247,1.263,1.427,1.733,1.552,1.62,1.272,1.24,1.633,1.326,1.632,1.303,1.456,1.697,1.6,1.368,1.767,1.334,1.465,1.371,1.799,1.502,1.724,1.923,1.287,1.498,1.459,1.449,1.476,1.408,1.326,1.693,1.502,1.642,1.48,1.304,1.493,1.293,1.497,1.602,1.37,1.236,1.592,1.671,1.261,1.425,1.375,1.416,2.533,2.644,2.528,2.306,2.618,2.245,2.521,2.326,2.422,2.201,2.502,2.432,2.043,2.152,2.385,2.582,2.48,2.095,2.329,2.625,2.116,3.347,3.996,3.534,3.91,3.219,3.017,3.193,3.055,3.382,3.462,3.219
LPI(18:0)-H,100.724,108.458,97.394,101.865,110.028,104.795,106.175,105.478,104.71,103.041,103.632,106.627,105.205,112.81,106.583,111.605,106.753,114.101,111.795,118.594,114.564,23.702,23.784,25.126,24.949,25.219,23.012,24.405,24.443,22.881,24.613,23.69,24.129,24.677,25.719,23.009,25.285,25.668,25.058,25.809,26.489,26.503,127,125.653,122.923,127.392,121.217,122.731,122.738,116.816,115.309,119.089,114.563,127.677,120.765,125.292,131.002,123.638,130.109,131.732,125.319,132.122,130.314,39.027,40.899,39.576,43.336,39.76,40.582,39.971,40.395,40.607,39.05,41.273,41.862,35.95,42.004,42.075,42.825,40.665,43.228,43.496,46.528,42.638,29.798,31.433,28.733,29.414,31.204,32.146,31.023,32.778,35.309,37.306,35.641
LPI(18:1)-H,36.171,35.095,33.303,37.424,36.179,38.392,34.672,35.488,34.568,33.831,34.254,34.266,34.888,36.544,33.649,37.834,31.025,35.002,35.5,35.397,35.162,13.229,12.667,13.659,14.184,13.1,12.769,13.379,13.141,11.762,13.289,12.984,12.194,12.335,13.278,12.295,13.443,13.023,12.534,14.223,12.945,12.812,21.559,20.392,21.429,21.687,20.418,22.61,18.793,21.004,19.283,19.814,20.073,19.927,20.344,20.225,22.101,18.949,21.825,20.419,20.113,20.464,21.345,27.607,29.796,27.466,28.174,26.962,26.232,26.978,27.182,29.185,28.571,26.283,26.241,22.984,27.017,28.056,27.537,25.589,29.289,28.199,28.429,27.218,25.062,25.291,24.8,24.433,24.749,24.453,24.834,23.259,25.406,23.7,24.566
LPI(18:2)-H,36.616,38.581,35.888,37.328,38.696,37.309,35.471,36.821,36.728,35.431,35.504,35.949,36.297,34.669,36.439,35.991,36.778,36.43,35.761,38.08,37.871,23.484,24.91,24.779,24.97,25.532,24.716,23.74,23.795,21.59,24.624,25.221,25.073,24.674,25.096,23.761,23.562,25.59,25.856,24.655,24.263,25.466,21.781,21.231,21.307,20.82,21.167,22.166,20.818,20.644,19.95,19.738,20.248,21.33,20.543,21.674,21.233,21.269,23.112,23.258,23.791,22.28,22.775,27.538,26.902,27.161,28.621,26.862,25.645,26.689,27.211,27.201,25.82,25.82,25.805,24.048,25.888,27.172,27.248,27.633,28.199,29.3,29.428,26.83,31.688,30.134,30.628,30.229,32.227,30.982,31.387,32.075,33.229,33.457,30.355
LPI(20:3)-H,9.243,9.575,8.411,8.329,8.475,9.126,8.92,9.193,9.209,8.424,9.71,8.353,9.392,9.086,8.344,9.115,9.759,8.071,9.744,8.635,9.494,5.2,4.94,5.488,4.842,4.529,4.431,4.508,6.069,5.494,5.015,5.257,4.932,4.954,5.133,4.813,5.202,4.709,4.745,5.422,5.769,4.855,8.809,11.343,9.026,9.595,10.098,9.478,9.965,9.31,9.875,8.698,8.576,9.875,8.582,8.524,9.931,9.45,11.036,9.977,10.005,10.29,9.355,8.787,10.132,8.686,9.013,8.488,9.198,9.689,9.204,8.908,8.498,8.072,8.605,7.051,9.177,8.394,9.684,9.278,9.065,10.238,10.86,8.328,10.409,7.871,8.195,6.873,7.977,8.822,7.683,8.123,8.822,7.588,9.229
LPI(20:4)-H,14.87,15.137,14.396,15.231,16.056,15.628,15.17,14.493,14.24,14.155,14.361,15.936,13.862,16.407,14.719,15.658,15.051,14.29,15.864,15.646,15.161,10.657,11.511,11.627,11.81,11.592,11.611,10.902,11.785,11.438,12.046,11.509,11.654,11.875,12.384,11.62,11.129,11.891,13.622,12.505,11.193,12.742,17.643,18.767,17.979,18.356,17.07,17.89,17.47,17.825,17.29,16.929,17.333,18.695,17.107,17.894,18.761,17.245,19.402,18.947,18.483,19.666,19.09,16.465,16.596,15.978,17.049,16.959,16.923,17.921,17.624,16.831,16.464,16.868,16.958,14.2,16.995,17.026,17.146,15.164,18.403,17.186,20.195,17.47,17.979,17.658,17.423,15.871,16.408,17.376,17.935,17.557,19.217,17.602,19.097
Myristic(14:0)-H,55.686,61.946,54.447,42.344,90.624,62.139,75.427,98.231,86.132,140.409,128.177,130.275,117.62,128.979,83.398,136.778,114.882,124.128,120.977,158.637,152.251,72.459,61.733,67.32,42.982,98.475,104.266,75.622,80.554,94.881,97.668,132.156,141.688,102.258,148.205,135.788,146.963,157.337,178.684,189.214,165.439,205.605,54.503,63.57,122.212,59.591,85.662,98.072,86.516,80.655,92.11,72.045,102.92,139.72,125.085,121.66,184.779,107.063,138.94,163.901,189.189,184.645,191.006,63.618,80.828,62.187,64.414,119.393,128.805,136.736,141.634,146.155,142.895,152.585,154.683,147.808,153.394,167.831,238.007,190.656,206.834,194.255,193.611,258.038,47.053,52.815,32.327,69.576,118.355,199.227,182.781,170.903,217.511,262.03,233.443
Myristoleic(14:1)-H,439.183,464.764,443.607,347.965,672.799,475.505,593.419,744.979,670.665,1008.615,954.29,967.729,861.459,956.536,651.243,1009.28,844.486,906.41,895.323,1138.133,1089.145,569.198,548.629,570.832,443.415,853.332,810.499,614.749,591.253,853.153,832.815,1047.866,1115.443,771.504,1138.948,1004.498,1123.03,1034.27,1313.404,1265.073,1195.34,1330.99,449.269,527.901,946.072,544.326,680.298,786.743,627.462,725.731,781.631,630.689,852.666,1009.916,934.409,908.729,881.529,918.781,1101.754,1164.544,1011.131,894.537,1092.301,501.399,661.283,505.513,532.468,870.356,950.291,711.86,809.112,1073.733,835.952,991.277,942.396,1041.539,928.125,1016.552,1412.305,1182.874,1222.02,1156.644,1140.881,1557.773,415.317,455.87,330.841,578.766,866.621,1098.429,978.722,932.747,1231.75,1542.291,1222.622
Nervonic(24:1)-H,686.837,739.561,677.943,726.975,705.953,762.447,730.917,702.988,773.478,676.521,726.421,738.904,706.564,709.358,747.757,722.012,699.123,748.932,712.846,686.586,746.085,458.116,459.377,482.861,499.059,452.813,449.741,495.318,490.903,458.29,498.84,461.472,496.684,483.514,473.75,473.132,477.084,492.024,481.136,439.085,443.781,448.057,692.077,705.436,713.604,762.316,717.658,736.254,779.805,751.915,678.474,753.836,717.434,777.006,754.444,736.914,768.052,721.286,745.393,751.978,740.007,698.792,732.739,861.475,855.412,836.06,914.854,850.636,836.36,861.349,801.69,856.418,843.865,852.825,864.272,784.137,829.335,818.108,815.614,821.19,837.564,842.059,832.442,798.605,645.883,657.453,695.931,710.084,702.299,679.738,685.209,653.002,676.428,672.27,637.396
Palmitic(16:0)-H,3294.73,3353.222,2961.324,3294.665,3271.47,3286.038,3351.271,3248.501,3340.097,3332.404,3230.184,3338.476,3327.095,3425.776,3410.509,3467.143,3259.59,3500.751,3541.208,3556.451,3319.534,7395.99,7733.657,7673.724,7620.933,7565.032,7888.137,8139.218,7962.794,7535.545,8018.545,7714.067,7768.153,7614.475,7793.911,7924.352,8101.57,7848.893,8259.026,7882.989,8057.403,8388.523,14335.046,14611.868,14064.29,14962.504,15004.861,13741.981,14340.291,14709.722,13775.467,15162.734,14614.987,14756.747,15023.328,13748.545,15131.93,14775.051,15536.565,15540.252,15188.674,15467.171,15372.25,7030.544,6828.729,6805.634,6892.495,7064.044,7036.901,6855.267,6998.641,7012.154,6753.471,6795.247,7187.318,6475.232,6985.745,7112.524,7086.139,6981.946,7254.826,7251.99,7205.682,7463.737,8419.465,8607.246,8280.468,8312.412,8612.902,8685.417,8808.504,8629.523,9068.865,8807.117,9074.493
PC(14:0_16:0)+AcO,384.762,482.959,415.902,414.877,462.048,415.848,408.582,394.071,443.273,439.514,427.32,424.938,521.58,485.771,404.667,410.486,390.756,379.726,457.383,396.579,385.212,414.877,492.61,483.828,498.254,512.543,429.729,418.837,495.502,353.219,432.683,443.47,367.759,426.901,465.787,352.375,426.057,351.524,402.293,376.301,360.747,395.7,319.694,325.226,278.697,304.889,284.191,287.249,267.282,307.45,281.607,287.525,290.281,323.614,325.242,255.356,294.787,310.938,344.975,298.435,359.14,304.264,360.781,658.772,750.453,650.482,627.164,701.78,583.531,674.247,599.525,627.04,604.654,605.52,605.922,526.118,560.388,561.072,624.084,569.993,610.871,692.776,572.203,637.302,437.305,479.493,433.807,440.62,376.802,438.854,417.646,415.155,424.649,374.387,364.521
PC(14:0_16:1)+AcO,34.376,17.117,37.241,14.785,15.221,34.007,9.447,17.777,21.316,34.069,17.273,19.332,32.928,33.081,25.956,31.076,12.155,17.891,7.449,17.848,11.608,59.668,25.996,59.528,64.791,29.436,53.093,31.467,46.212,33.024,31.192,41.169,48.724,31.696,32.904,41.716,39.14,57.672,42.118,32.945,37.487,39.358,28.583,20.346,14.16,33.828,12.443,12.481,21.07,10.743,33.962,21.836,12.416,13.331,34.483,7.674,19.036,18.73,15.002,25.427,9.768,13.878,15.047,72.517,64.512,67.893,42.574,50.124,79.679,54.443,65.448,57.101,39.085,52.38,47.243,40.126,47.324,47.151,48.87,73.51,51.971,58.202,71.241,54.373,52.026,66.827,54.558,58.229,54.916,76.115,63.411,47.188,43.875,46.78,56.057
PC(14:0_18:0)+AcO,76.63,78.368,49.725,54.087,46.768,68.657,60.105,55.451,63.213,74.331,67.237,63.63,73.247,53.427,36.426,50.667,37.307,47.924,56.152,52.881,58.881,53.952,60.893,43.924,33.991,58.13,60.227,52.348,58.622,40.229,57.981,56.155,59.766,54.297,44.147,59.98,51.435,39.865,32.174,39.356,64.298,42.152,45.631,39.128,40.547,37.483,55.042,38.862,53.554,64.834,30.309,29.802,37.406,37.695,54.894,34.942,35.687,23.34,31.357,44.085,38.16,27.069,42.207,105.135,84.555,105.038,106.045,96.578,70.041,93.533,92.81,103.951,71.589,89.07,98.299,65.496,83.263,125.935,53.04,110.388,87.162,69.839,87.051,76.169,63.08,75.271,61.989,36.716,61.623,60.765,52.932,53.583,66.737,46.135,41.983
PC(14:0_18:1)+AcO,640.92,610.692,579.243,639.318,631.062,620.768,620.678,569.588,597.859,667.417,563.362,666.808,691.105,656.468,571.398,635.378,588.323,587.933,517.603,511.49,604.991,533.517,578.52,605.045,546.2,600.537,539.047,568.111,557.789,490.599,590.028,598.492,504.306,550.323,511.002,527.799,492.605,558.164,513.151,519.651,545.135,529.414,444.972,471.324,483.666,427.008,547.827,473.659,459.781,451.315,426.638,437.119,432.676,499.046,417.72,490.772,457.26,446.757,502.403,424.53,474.154,427.781,425.095,1140.488,1108.397,906.766,1167.629,1110.153,1127.773,921.302,1040.349,1050.995,974.191,978.233,1054.407,900.805,1024.585,1009.934,875.82,1015.112,957.21,1074.347,936.416,912.43,658.642,644.58,712.825,581.856,599.337,690.409,638.991,665.438,709.268,674.955,672.238
PC(14:0_18:2)+AcO,663.706,732.051,545.297,631.272,676.617,620.026,660.66,660.575,609.852,635.742,619.102,623.256,665.06,713.151,597.584,644.33,601.796,612.287,601.939,633.346,648.995,630.638,616.318,721.45,691.323,639.175,584.874,565.448,577.975,589.054,639.943,680.874,563.319,677.12,541.143,639.941,547.093,609.327,596.821,597.672,576.434,539.809,382.061,437.25,414.75,432.938,410.668,435.471,437.696,363.503,423.688,441.364,425.969,393.342,439.918,383.329,379.529,382.261,473.924,404.247,394.91,382.559,371.396,912.544,959.038,827.36,953.831,964.564,795.707,786.524,768.933,952.257,923.378,901.55,801.726,671.171,800.581,751.691,757.703,817.197,831.183,832.182,757.818,790.8,573.463,615.103,683.751,548.587,539.629,540.983,534.01,484.986,550.99,477.759,515.568
PC(14:0_20:3)+AcO,58.072,56.401,41.075,52.967,59.89,60.705,67.956,37.907,60.759,44.072,55.362,48.227,64,72.874,81.543,56.241,76.162,52.186,60.559,82.513,79.93,53.557,52.106,53.75,64.346,47.15,61.491,31.734,49.792,57.56,64.919,55.017,72.357,71.621,55.995,57.1,55.093,56.18,52.47,51.108,71.678,58.064,88.669,80.271,50.254,78.951,76.652,60.899,78.189,82.434,46.639,56.172,68.507,60.302,61.286,72.953,80.487,65.822,128.919,72.616,74.394,61.204,106.056,116.91,148.718,125.089,186.03,136.11,114.537,104.49,159.255,146.941,115.757,137.678,108.819,83.281,90.652,139.187,160.492,149.211,117.437,129.837,152.417,124.528,90.617,84.062,95.52,74.345,50.864,101.322,71.301,80.31,56.708,91.413,72.143
PC(14:0_20:4)+AcO,227.877,182.027,105.155,247.828,190.89,91.683,185.466,222.735,223.127,172.034,214.349,161.409,174.779,183.035,194.685,205.103,161.815,185.619,195.077,159.34,233.597,63.399,58.927,116.645,88.111,81.891,51.584,73.031,88.814,78.732,100.947,122.071,61.816,89.283,61.621,80.163,100.371,111.173,74.844,64.172,76.068,85.097,258.667,173.759,220.562,190.02,267.307,205.359,218.767,177.426,231.018,226.775,227.459,253.751,252.235,202.875,156.039,143.397,222.932,222.032,242.626,253.834,183.274,143.629,137.086,170.902,154.769,180.564,162.71,103.47,156.435,159.745,195.705,135.254,150.669,108.46,130.616,174.414,133.31,212.951,188.606,147.228,145.23,83.608,111.011,171.027,75.344,126.267,125.82,141.491,111.677,137.226,112.937,89.946,110.575
PC(15:0_16:0)+AcO,277.07,228.791,192.154,241.555,233.243,195.743,281.913,234.749,252.074,199.101,191.855,232.445,250.572,198.991,235.262,248.818,232.493,199.421,192.966,193.686,210.103,111.002,166.185,131.862,97.729,105.642,131.766,122.73,114.298,96.417,126.313,135.841,109.559,95.348,122.795,103.354,114.021,104.905,109.614,122.322,83.439,103.647,100.635,63.662,112.327,127.829,91.421,104.653,81.61,75.401,97.473,93.458,82.694,87.961,116.438,97.314,86.109,88.786,109.113,103.479,123.133,98.641,87.54,201.991,234.924,258.249,191.5,193.014,156.536,157.782,196.397,238.331,231.964,172.72,185.993,149.794,143.545,242.563,208.877,196.276,200.017,203.714,203.265,185.583,105.895,102.746,96.015,95.113,131.084,133.542,104.776,94.593,122.568,115.39,70.367
PC(15:0_16:1)+AcO,11.618,2.798,9.485,1.928,11.392,4.099,0.904,8.562,2.311,5.209,10.424,8.806,12.139,9.91,14.571,7.743,1.231,15.504,14.239,1.796,12.411,6.1,10.41,5.353,1.557,16.92,1.736,7.478,10.833,5.888,7.725,7.766,8.206,16.752,7.181,8.118,21.241,6.107,14.225,13.931,5.899,7.173,5.224,6.173,1.623,8.196,7.097,9.125,6.993,0.62,18.037,7.598,4.163,5.619,5.859,2.624,1.559,3.289,7.221,6.93,3.623,11.102,2.809,15.882,12.495,6.913,22.032,10.489,10.585,15.646,18.979,11.253,11.845,12.582,17.272,10.275,7.715,3.691,3.525,15.032,14.386,13.515,19.617,8.455,6.683,2.707,11.683,5.631,5.51,1.733,7.113,5.034,2.234,9.457,11.603
PC(15:0_18:1)+AcO,116.172,132.168,149.266,157.656,142.215,95.077,162.881,139.624,148.635,110.61,131.487,134.926,95.68,165.396,111.096,120.195,130.124,110.062,98.007,95.072,99.513,80.999,51.696,75.622,92.204,68.387,48.204,68.444,66.844,60.329,76.869,76.82,71.175,88.593,99.814,101.467,55.375,51.352,59.998,69.529,42.373,68.926,61.984,61.081,41.026,63.188,51.471,60.768,67.29,57.075,50.147,70.771,55.92,52.003,62.591,52.172,50.982,67.386,71.343,61.168,62.457,56.045,63.013,135.98,125.185,132.496,108.728,189.027,156.999,123.625,144.274,124.528,100.125,117.642,139.571,96.772,92.93,120.687,97.378,141.725,111.491,127.119,123.616,123.168,79.926,66.366,63.944,57.089,75.796,63.034,66.748,78.359,75.422,63.615,56.573
PC(15:0_18:2)+AcO,224.319,216.467,192.527,221.613,293.84,237.596,223.272,224.251,231.429,173.39,208.699,242.703,223.815,209.156,231.5,270.407,216.097,220.314,232.66,225.65,213.692,119.778,120.104,158.082,109.326,122.42,127.133,144.517,127.807,102.223,115.737,162.227,152.907,132.976,133.555,100.544,113.441,128.792,110.417,129.579,113.392,117.319,99.761,83.053,62.807,77.85,88.582,92.505,140.538,93.562,110.622,91.06,88.815,95.94,138.317,85.474,125.933,122.115,92.682,120.823,142.368,92.565,92.926,202.25,217.251,182.373,156.039,181.55,172.854,181.609,189.126,195.137,153.534,155.205,208.658,172.906,128.383,180.43,167.335,181.782,180.945,179.898,200.507,131.973,135.746,104.14,104.107,92.83,91.555,98.15,93.466,121.254,90.703,66.473,94.796
PC(15:0_20:3)+AcO,57.585,29.867,22.238,22.681,33.696,37.024,25.065,11.566,11.222,35.418,25.332,47.483,27.145,13.351,39.609,26.374,15.76,10.785,20.816,28.999,12.34,10.29,22.049,10.364,20.332,10.45,11.168,19.098,18.984,9.318,9.389,22.992,16.153,9.845,19.409,12.034,5.152,6.458,13.816,13.358,19.453,21.634,12.805,22.937,15.518,24.539,23.21,22.292,18.391,20.287,19.421,16.352,7.11,10.729,9.597,27.418,18.282,23.02,28.334,13.234,22.605,22.759,30.296,28.878,31.477,18.092,37.825,22.643,29.793,45.981,43.159,22.937,32.18,35.994,41.058,39.899,59.164,21.555,24.095,45.002,24.849,53.82,38.16,27.171,11.327,25.629,28.249,34.047,14.32,28.762,29.485,14.977,16.728,13.685,25.006
PC(15:0_20:4)+AcO,64.113,50.286,39.508,61.579,54.772,30.833,31.913,76.725,43.575,43.42,59.424,36.975,36.411,44.2,32.027,45.641,27.655,47.698,49.8,69.094,69.945,27.845,31.986,42.873,33.158,63.253,35.721,27.53,37.384,35.002,30.054,20.391,36.959,34.692,25.521,42.41,38.756,27.366,23.401,32.58,31.695,29.574,25.748,22.391,41.36,21.393,30.319,26.3,23.879,17.067,25.576,23.664,15.723,30.821,25.166,48.393,23.129,16.107,19.249,38.326,12.397,18.901,29.872,56.167,71.395,70.359,62.752,90.653,52.522,64.624,63.409,72.89,44.187,54.28,53.88,57.5,59.048,59.659,58.67,46.53,55.517,95.129,61.588,40.182,34.991,43.15,48.998,44.458,31.022,61.685,32.051,34.684,32.118,29.506,40.537
PC(16:0_16:0)+AcO,7158.327,7680.074,6626.574,7645.765,7229.053,7333.595,7328.854,7321.346,7330.904,7252.273,7029.682,7266.725,7415.857,7100.326,7078.18,7339.528,6854.93,7362.472,6861.195,6774.051,6798.941,7174.286,7858.207,7286.812,7588.952,7615.26,7215.122,7093.487,7331.5,6386.236,6710.889,7518.872,6979.161,6764.396,7296.474,7292.148,6886.237,6566.492,7436.123,6556.482,6760.822,7030.912,6530.293,6049.384,6317.945,6074.132,6053.639,6351.786,6048.444,6147.823,5906.059,6495.049,5997.273,6487.234,6485.626,6179.201,6235.942,6176.678,6854.841,6621.583,6767.637,6229.524,6165.711,9043.225,9572.254,8451.422,9062.468,9075.767,8567.325,8208.006,8655.685,8498.171,8707.009,8234.255,8148.58,6990.95,8127.703,8227.089,7917.661,8234.762,8349.531,9160.057,8581.386,8547.694,7935.29,7634.692,7361.777,7100.702,7128.692,7019.594,7199.881,7441.027,7290.435,7087.312,6925.021
PC(16:0_16:1)+AcO,767.935,810.105,721.88,766.912,762.762,806.903,792.472,787.107,695.634,775.138,661.364,801.395,780.993,681.393,671.023,797.278,801.437,746.187,772.204,724.456,744.816,1247.038,1415.729,1320.247,1366.835,1274.621,1278.267,1234.366,1306.802,1040.788,1138.511,1294.513,1231.314,1276.412,1355.421,1261.434,1205.633,1178.524,1354.727,1191.095,1186.85,1169.706,1206.593,1306.942,1157.519,1251.865,1192.897,1160.572,1207.942,1214.707,1164.188,1322.109,1176.609,1286.477,1236.796,1198.808,1271.564,1175.133,1307.704,1279.541,1387.936,1253.512,1206.784,1965.372,2037.343,1902.042,2007.614,1821.438,1721.852,1684.466,1779.229,1735.246,1746.628,1791.192,1835.403,1596.651,1632.74,1977.833,1680.009,1772.32,1938.536,1736.227,1810.69,1802.035,2122.54,2067.472,1865.555,1852.651,1827.705,2024.416,1940.82,1852.469,1852.443,1895.14,1722.148
PC(16:0_17:0)+AcO,244.56,174.626,217.418,246.774,227.171,200.864,221.601,231.012,213.311,180.893,196.334,291.429,206.109,265.052,222.361,222.169,283.18,179.831,224.54,258.706,197.4,102.529,206.106,111.631,143.09,102.317,137.31,145.082,117.99,90.365,156.98,143.991,78.946,153.103,135.724,145.747,109.446,119.322,106.912,159.458,132.815,124.308,174.679,152.354,192.412,170.692,166.252,168.42,184.69,192.179,161.446,125.33,149.088,212.734,211.101,199.533,209.442,155.839,186.838,159.663,179.882,166.56,135.949,166.67,215.249,206.157,228.57,255.051,203.349,223.328,265.905,244.195,199.931,130.475,191.12,184.299,196.569,216.227,212.376,175.571,125.118,200.727,232.934,318.16,138.303,179.103,86.554,162.133,164.08,159.24,143.013,122.419,146.297,89.777,195.05
PC(16:0_18:0)+AcO,3305.899,3052.391,3091.59,3511.232,3200.319,3214.541,3140.077,3204.207,3066.216,3079.648,2992.759,3250.239,3060.751,3156.16,2952.786,3157.404,3233.674,3232.595,3203.499,3414.269,2867.655,3090.785,3243.154,3234.991,3304.045,3164.86,3108.895,3033.984,3126.783,2797.02,3015.236,3106.595,3207.716,3363.658,2985.59,3049.288,3032.702,3053.934,3064.046,3037.7,2739.139,2893.609,3513.245,3491.577,3216.027,3433.085,3272.252,3396.799,3442.182,3281.658,2989.172,3205.63,3041.322,3190.793,3177.875,3280.774,2937.886,3257.354,3328.592,3194.343,3208.47,3134.711,3110.68,4020.384,4334.938,3716.34,4350.92,4090.563,3969.466,3713.602,3904.282,4087.564,3969.732,3543.736,3976.185,3451.619,4111.615,3619.05,3208.845,3948.609,3876.906,4153.151,4104.753,3547.397,3484.249,3493.908,3343.969,3118.207,3334.052,3095,3081.058,2907.309,3328.41,3153.677,3021.9
PC(16:0_18:1)+AcO,27684.787,28381.607,25735.381,28488.725,28228.139,27478.167,27627.368,27257.254,27980.699,27443.94,25779.322,27666.379,27560.908,27040.527,25916.522,27938.768,26401.317,28411.486,26411.114,26958.987,27646.039,20024.5,20751.528,20991.522,21714.278,21237.191,20097.213,20584.89,20897.303,18890.863,21541.193,22663.39,20502.731,21959.414,20953.591,19797.675,20476.48,22331.008,20577.416,20875.43,19532.064,20416.822,24577.146,26229.949,24356.72,24818.788,25594.364,25905.49,25033.66,23873.526,24351.178,24206.319,24703.537,24421.059,25594.362,25179.357,24030.522,24519.105,25719.552,25602.335,25316.59,24282.15,25254.509,39382.473,42085.083,37190.395,41251.532,39278.355,37199.217,37481.481,40989.862,40999.564,38942.115,38357.847,37252.027,33345.979,38897.131,35353.506,35871.171,39757.135,37353.655,40984.329,40583.972,38279.108,31150.59,31297.426,32472.755,29794.924,30204.293,29987.615,30089.209,29234.9,31593.477,30772.813,29443.112
