"","sample","batch","CE(16:1)+H","CE(18:1)+H","CE(18:2)+H","CE(18:3)+H","CE(20:3)+H","CE(20:4)+H","CE(22:5)+H","CE(22:6)+H","CER(16:0)+H","CER(18:0)+H","CER(20:0)+H","CER(22:0)+H","CER(22:1)+H","CER(24:0)+H","CER(24:1)+H","CER(26:0)+H","CER(26:1)+H","Cer(d16:1_22:0)","Cer(d16:1_23:0)","Cer(d16:1_24:0)","Cer(d17:1_24:0)","Cer(d17:1_24:1)","Cer(d18:2_16:0)","Cer(d18:2_20:0)","Cer(d18:2_22:0)","Cer(d18:2_23:0)","Cer(d18:2_24:0)","Cer(d18:2_24:1)","Cer(d19:1_22:0)","Cer(d19:1_23:0)","Cer(d19:1_24:0)","Cer(d19:1_24:1)","Cer(d20:1_24:0)","DAG(16:0_17:0)+NH4","DAG(16:0_18:2)+NH4","DAG(16:1_16:1)+NH4","DAG(16:1_17:0)+NH4","DAG(18:1_18:1)+NH4","DAG(18:2_18:2)+NH4","DAG(18:2_20:4)+NH4","DAG(20:0_20:3)+NH4","DAG(20:0_20:4)+NH4","DAG(20:0_22:5)+NH4","DAG(20:0_22:6)+NH4","DCER(22:0)+H","DCER(22:1)+H","DCER(24:0)+H","DCER(24:1)+H","HCER(16:0)","HCER(18:0)","HCER(18:1)","HCER(20:0)","HCER(20:1)","HCER(22:0)","HCER(22:1)","HCER(24:0)","HCER(24:1)","HCER(26:0)","HCER(26:1)","HCER(d18:0_22:0)","HCER(d18:0_24:0)","HCER(d18:0_24:1)","HexCer(d16:1_18:0)","HexCer(d16:1_22:0)","HexCer(d16:1_24:0)","HexCer(d18:2_20:0)","HexCer(d18:2_22:0)","HexCer(d18:2_24:0)","LCER(14:0)+H","LCER(16:0)+H","LCER(18:0)+H","LCER(18:1)+H","LCER(20:0)+H","LCER(20:1)+H","LCER(22:0)+H","LCER(22:1)+H","LCER(24:0)+H","LCER(24:1)+H","LCER(24:2)+H","LCER(26:1)+H","LCER(d18:0_22:0)+H-H2O","LCER(d18:0_24:0)+H-H2O","LPC(O-16:0)","LPC(O-18:0)","LPC(O-20:0)","LPC(O-20:1)","LPC(O-22:0)","LPC(P-16:0)","LPC(P-17:0)","LPC(P-18:0)","LPC(P-18:1)","MAG (14:0)+Na","MAG (15:0)+Na","MAG (16:0)+Na","MAG (18:0)+Na","MAG (18:1)+Na","MAG (18:2)+Na","MAG (18:3)+Na","MAG (19:0)+Na","MAG (20:0)+Na","MAG (20:1)+Na","MAG (20:5)+Na","MAG (22:4)+Na","MAG (22:5)+Na","MAG (22:6)+Na","PE-CER(d16:1/16:0)","PE-Cer(d16:1/18:0)","PE-Cer(d16:1/20:0)","PE-Cer(d16:1/22:0)","PE-Cer(d16:1/24:0)","PE-Cer(d16:1/24:1)","SM(31:1)+H","SM(32:0)+H","SM(32:1)+H","SM(33:1)+H","SM(34:0)+H","SM(34:1)+H","SM(34:2)+H","SM(34:3)+H","SM(35:1)+H","SM(35:2)+H","SM(36:1)+H","SM(36:2)+H","SM(36:3)+H","SM(37:1)+H","SM(37:2)+H","SM(38:1)+H","SM(38:2)+H","SM(38:3)+H","SM(39:1)+H","SM(40:0)+H","SM(40:1)+H","SM(40:2)+H","SM(40:3)+H","SM(41:1)+H","SM(41:2)+H","SM(42:1)+H","SM(42:2)+H","SM(43:2)+H","SM(44:1)+H","SM(44:2)+H","SM(44:3)+H","TAG(42:1_FA16:1)+NH4","TAG(44:0_FA16:0)+NH4","TAG(44:0_FA18:0)+NH4","TAG(44:1_FA16:1)+NH4","TAG(44:1_FA18:1)+NH4","TAG(44:2_FA18:1)+NH4","TAG(44:3_FA18:2)+NH4","TAG(45:0_FA16:0)+NH4","TAG(45:1_FA16:0)+NH4","TAG(45:1_FA18:1)+NH4","TAG(46:0_FA14:0)+NH4","TAG(46:0_FA16:0)+NH4","TAG(46:0_FA18:0)+NH4","TAG(46:1_FA14:0)+NH4","TAG(46:1_FA16:0)+NH4","TAG(46:1_FA16:1)+NH4","TAG(46:1_FA18:0)+NH4","TAG(46:1_FA18:1)+NH4","TAG(46:2_FA14:0)+NH4","TAG(46:2_FA16:0)+NH4","TAG(46:2_FA16:1)+NH4","TAG(46:2_FA18:1)+NH4","TAG(46:2_FA18:2)+NH4","TAG(46:3_FA16:0)+NH4","TAG(46:3_FA16:1)+NH4","TAG(46:3_FA18:2)+NH4","TAG(46:3_FA18:3)+NH4","TAG(47:0_FA14:0)+NH4","TAG(47:0_FA16:0)+NH4","TAG(47:1_FA16:1)+NH4","TAG(47:1_FA17:0)+NH4","TAG(47:1_FA18:1)+NH4","TAG(47:2_FA18:2)+NH4","TAG(48:0_FA14:0)+NH4","TAG(48:0_FA16:0)+NH4","TAG(48:0_FA18:0)+NH4","TAG(48:1_FA14:0)+NH4","TAG(48:1_FA16:0)+NH4","TAG(48:1_FA16:1)+NH4","TAG(48:1_FA18:0)+NH4","TAG(48:1_FA18:1)+NH4","TAG(48:2_FA14:0)+NH4","TAG(48:2_FA16:0)+NH4","TAG(48:2_FA16:1)+NH4","TAG(48:2_FA18:1)+NH4","TAG(48:2_FA18:2)+NH4","TAG(48:3_FA14:0)+NH4","TAG(48:3_FA16:0)+NH4","TAG(48:3_FA16:1)+NH4","TAG(48:3_FA18:1)+NH4","TAG(48:3_FA18:2)+NH4","TAG(48:3_FA18:3)+NH4","TAG(48:4_FA14:0)+NH4","TAG(48:4_FA16:0)+NH4","TAG(48:4_FA18:1)+NH4","TAG(48:4_FA18:3)+NH4","TAG(48:5_FA18:3)+NH4","TAG(49:0_FA16:0)+NH4","TAG(49:0_FA18:0)+NH4","TAG(49:1_FA14:0)+NH4","TAG(49:1_FA16:0)+NH4","TAG(49:1_FA16:1)+NH4","TAG(49:1_FA17:0)+NH4","TAG(49:1_FA18:1)+NH4","TAG(49:2_FA16:1)+NH4","TAG(49:2_FA17:0)+NH4","TAG(49:2_FA18:1)+NH4","TAG(49:2_FA18:2)+NH4","TAG(49:3_FA18:2)+NH4","TAG(50:0_FA14:0)+NH4","TAG(50:0_FA16:0)+NH4","TAG(50:0_FA18:0)+NH4","TAG(50:1_FA14:0)+NH4","TAG(50:1_FA16:0)+NH4","TAG(50:1_FA16:1)+NH4","TAG(50:1_FA18:0)+NH4","TAG(50:1_FA18:1)+NH4","TAG(50:1_FA20:1)+NH4","TAG(50:2_FA14:0)+NH4","TAG(50:2_FA16:0)+NH4","TAG(50:2_FA16:1)+NH4","TAG(50:2_FA18:0)+NH4","TAG(50:2_FA18:1)+NH4","TAG(50:2_FA18:2)+NH4","TAG(50:3_FA14:0)+NH4","TAG(50:3_FA16:0)+NH4","TAG(50:3_FA16:1)+NH4","TAG(50:3_FA18:0)+NH4","TAG(50:3_FA18:1)+NH4","TAG(50:3_FA18:2)+NH4","TAG(50:3_FA18:3)+NH4","TAG(50:3_FA20:3)+NH4","TAG(50:4_FA14:0)+NH4","TAG(50:4_FA16:0)+NH4","TAG(50:4_FA16:1)+NH4","TAG(50:4_FA18:1)+NH4","TAG(50:4_FA18:2)+NH4","TAG(50:4_FA18:3)+NH4","TAG(50:4_FA20:3)+NH4","TAG(50:4_FA20:4)+NH4","TAG(50:5_FA14:0)+NH4","TAG(50:5_FA16:0)+NH4","TAG(50:5_FA16:1)+NH4","TAG(50:5_FA18:1)+NH4","TAG(50:5_FA18:2)+NH4","TAG(50:5_FA18:3)+NH4","TAG(50:5_FA20:4)+NH4","TAG(50:5_FA20:5)+NH4","TAG(51:0_FA16:0)+NH4","TAG(51:0_FA17:0)+NH4","TAG(51:0_FA18:0)+NH4","TAG(51:1_FA16:0)+NH4","TAG(51:1_FA17:0)+NH4","TAG(51:1_FA18:0)+NH4","TAG(51:1_FA18:1)+NH4","TAG(51:2_FA16:0)+NH4","TAG(51:2_FA16:1)+NH4","TAG(51:2_FA17:0)+NH4","TAG(51:2_FA18:1)+NH4","TAG(51:2_FA18:2)+NH4","TAG(51:3_FA16:1)+NH4","TAG(51:3_FA17:0)+NH4","TAG(51:3_FA18:2)+NH4","TAG(51:3_FA18:3)+NH4","TAG(51:4_FA16:1)+NH4","TAG(51:4_FA18:2)+NH4","TAG(51:4_FA18:3)+NH4","TAG(51:5_FA18:2)+NH4","TAG(51:5_FA18:3)+NH4","TAG(52:0_FA16:0)+NH4","TAG(52:0_FA18:0)+NH4","TAG(52:0_FA20:0)+NH4","TAG(52:1_FA16:0)+NH4","TAG(52:1_FA16:1)+NH4","TAG(52:1_FA18:0)+NH4","TAG(52:1_FA18:1)+NH4","TAG(52:1_FA20:0)+NH4","TAG(52:1_FA20:1)+NH4","TAG(52:2_FA14:0)+NH4","TAG(52:2_FA16:0)+NH4","TAG(52:2_FA16:1)+NH4","TAG(52:2_FA18:0)+NH4","TAG(52:2_FA18:1)+NH4","TAG(52:2_FA18:2)+NH4","TAG(52:2_FA20:0)+NH4","TAG(52:2_FA20:1)+NH4","TAG(52:2_FA20:2)+NH4","TAG(52:3_FA16:0)+NH4","TAG(52:3_FA16:1)+NH4","TAG(52:3_FA18:0)+NH4","TAG(52:3_FA18:1)+NH4","TAG(52:3_FA18:2)+NH4","TAG(52:3_FA18:3)+NH4","TAG(52:3_FA20:0)+NH4","TAG(52:3_FA20:1)+NH4","TAG(52:3_FA20:2)+NH4","TAG(52:3_FA20:3)+NH4","TAG(52:4_FA14:0)+NH4","TAG(52:4_FA16:0)+NH4","TAG(52:4_FA16:1)+NH4","TAG(52:4_FA18:0)+NH4","TAG(52:4_FA18:1)+NH4","TAG(52:4_FA18:2)+NH4","TAG(52:4_FA18:3)+NH4","TAG(52:4_FA20:0)+NH4","TAG(52:4_FA20:2)+NH4","TAG(52:4_FA20:3)+NH4","TAG(52:4_FA20:4)+NH4","TAG(52:4_FA22:4)+NH4","TAG(52:5_FA14:0)+NH4","TAG(52:5_FA16:0)+NH4","TAG(52:5_FA16:1)+NH4","TAG(52:5_FA18:1)+NH4","TAG(52:5_FA18:2)+NH4","TAG(52:5_FA18:3)+NH4","TAG(52:5_FA20:3)+NH4","TAG(52:5_FA20:4)+NH4","TAG(52:5_FA20:5)+NH4","TAG(52:6_FA14:0)+NH4","TAG(52:6_FA16:0)+NH4","TAG(52:6_FA16:1)+NH4","TAG(52:6_FA18:1)+NH4","TAG(52:6_FA18:2)+NH4","TAG(52:6_FA18:3)+NH4","TAG(52:6_FA20:4)+NH4","TAG(52:6_FA20:5)+NH4","TAG(52:7_FA16:0)+NH4","TAG(52:7_FA22:6)+NH4","TAG(53:0_FA16:0)+NH4","TAG(53:1_FA16:0)+NH4","TAG(53:1_FA17:0)+NH4","TAG(53:1_FA18:0)+NH4","TAG(53:1_FA18:1)+NH4","TAG(53:2_FA16:0)+NH4","TAG(53:2_FA17:0)+NH4","TAG(53:2_FA18:1)+NH4","TAG(53:2_FA18:2)+NH4","TAG(53:3_FA16:0)+NH4","TAG(53:3_FA17:0)+NH4","TAG(53:3_FA18:2)+NH4","TAG(53:4_FA16:0)+NH4","TAG(53:4_FA17:0)+NH4","TAG(53:4_FA18:2)+NH4","TAG(53:4_FA18:3)+NH4","TAG(53:4_FA20:4)+NH4","TAG(53:5_FA20:4)+NH4","TAG(53:6_FA20:4)+NH4","TAG(54:0_FA16:0)+NH4","TAG(54:0_FA18:0)+NH4","TAG(54:1_FA16:0)+NH4","TAG(54:1_FA18:0)+NH4","TAG(54:1_FA18:1)+NH4","TAG(54:1_FA20:0)+NH4","TAG(54:1_FA20:1)+NH4","TAG(54:2_FA16:0)+NH4","TAG(54:2_FA18:0)+NH4","TAG(54:2_FA18:1)+NH4","TAG(54:2_FA18:2)+NH4","TAG(54:2_FA20:0)+NH4","TAG(54:2_FA20:1)+NH4","TAG(54:2_FA20:2)+NH4","TAG(54:3_FA16:0)+NH4","TAG(54:3_FA16:1)+NH4","TAG(54:3_FA18:0)+NH4","TAG(54:3_FA18:1)+NH4","TAG(54:3_FA18:2)+NH4","TAG(54:3_FA18:3)+NH4","TAG(54:3_FA20:1)+NH4","TAG(54:3_FA20:2)+NH4","TAG(54:3_FA20:3)+NH4","TAG(54:4_FA16:0)+NH4","TAG(54:4_FA16:1)+NH4","TAG(54:4_FA18:0)+NH4","TAG(54:4_FA18:1)+NH4","TAG(54:4_FA18:2)+NH4","TAG(54:4_FA18:3)+NH4","TAG(54:4_FA20:1)+NH4","TAG(54:4_FA20:2)+NH4","TAG(54:4_FA20:3)+NH4","TAG(54:4_FA20:4)+NH4","TAG(54:4_FA22:4)+NH4","TAG(54:5_FA16:0)+NH4","TAG(54:5_FA16:1)+NH4","TAG(54:5_FA18:0)+NH4","TAG(54:5_FA18:1)+NH4","TAG(54:5_FA18:2)+NH4","TAG(54:5_FA18:3)+NH4","TAG(54:5_FA20:2)+NH4","TAG(54:5_FA20:3)+NH4","TAG(54:5_FA20:4)+NH4","TAG(54:5_FA20:5)+NH4","TAG(54:5_FA22:4)+NH4","TAG(54:5_FA22:5)+NH4","TAG(54:6_FA16:0)+NH4","TAG(54:6_FA16:1)+NH4","TAG(54:6_FA18:1)+NH4","TAG(54:6_FA18:2)+NH4","TAG(54:6_FA18:3)+NH4","TAG(54:6_FA20:3)+NH4","TAG(54:6_FA20:4)+NH4","TAG(54:6_FA20:5)+NH4","TAG(54:6_FA22:5)+NH4","TAG(54:6_FA22:6)+NH4","TAG(54:7_FA16:1)+NH4","TAG(54:7_FA18:1)+NH4","TAG(54:7_FA18:2)+NH4","TAG(54:7_FA18:3)+NH4","TAG(54:7_FA20:4)+NH4","TAG(54:7_FA20:5)+NH4","TAG(54:7_FA22:5)+NH4","TAG(54:7_FA22:6)+NH4","TAG(54:8_FA18:2)+NH4","TAG(54:8_FA18:3)+NH4","TAG(54:8_FA20:4)+NH4","TAG(54:8_FA20:5)+NH4","TAG(54:8_FA22:6)+NH4","TAG(55:1_FA16:0)+NH4","TAG(55:1_FA18:1)+NH4","TAG(55:2_FA18:1)+NH4","TAG(55:2_FA18:2)+NH4","TAG(55:3_FA18:1)+NH4","TAG(55:3_FA18:2)+NH4","TAG(55:4_FA18:1)+NH4","TAG(55:4_FA18:2)+NH4","TAG(55:5_FA18:1)+NH4","TAG(55:5_FA18:2)+NH4","TAG(55:5_FA20:4)+NH4","TAG(55:7_FA22:6)+NH4","TAG(56:1_FA16:0)+NH4","TAG(56:1_FA18:1)+NH4","TAG(56:10_FA18:2)+NH4","TAG(56:2_FA16:0)+NH4","TAG(56:2_FA18:0)+NH4","TAG(56:2_FA20:0)+NH4","TAG(56:2_FA20:1)+NH4","TAG(56:3_FA16:0)+NH4","TAG(56:3_FA18:0)+NH4","TAG(56:3_FA18:1)+NH4","TAG(56:3_FA18:2)+NH4","TAG(56:3_FA20:0)+NH4","TAG(56:3_FA20:1)+NH4","TAG(56:3_FA20:2)+NH4","TAG(56:4_FA16:0)+NH4","TAG(56:4_FA18:0)+NH4","TAG(56:4_FA18:1)+NH4","TAG(56:4_FA18:2)+NH4","TAG(56:4_FA20:1)+NH4","TAG(56:4_FA20:2)+NH4","TAG(56:4_FA20:3)+NH4","TAG(56:4_FA20:4)+NH4","TAG(56:4_FA22:4)+NH4","TAG(56:5_FA16:0)+NH4","TAG(56:5_FA18:0)+NH4","TAG(56:5_FA18:1)+NH4","TAG(56:5_FA18:2)+NH4","TAG(56:5_FA20:1)+NH4","TAG(56:5_FA20:2)+NH4","TAG(56:5_FA20:3)+NH4","TAG(56:5_FA20:4)+NH4","TAG(56:5_FA22:4)+NH4","TAG(56:5_FA22:5)+NH4","TAG(56:6_FA16:0)+NH4","TAG(56:6_FA18:0)+NH4","TAG(56:6_FA18:1)+NH4","TAG(56:6_FA18:2)+NH4","TAG(56:6_FA18:3)+NH4","TAG(56:6_FA20:2)+NH4","TAG(56:6_FA20:3)+NH4","TAG(56:6_FA20:4)+NH4","TAG(56:6_FA20:5)+NH4","TAG(56:6_FA22:4)+NH4","TAG(56:6_FA22:5)+NH4","TAG(56:6_FA22:6)+NH4","TAG(56:7_FA16:0)+NH4","TAG(56:7_FA16:1)+NH4","TAG(56:7_FA18:0)+NH4","TAG(56:7_FA18:1)+NH4","TAG(56:7_FA18:2)+NH4","TAG(56:7_FA18:3)+NH4","TAG(56:7_FA20:3)+NH4","TAG(56:7_FA20:4)+NH4","TAG(56:7_FA20:5)+NH4","TAG(56:7_FA22:4)+NH4","TAG(56:7_FA22:5)+NH4","TAG(56:7_FA22:6)+NH4","TAG(56:8_FA16:0)+NH4","TAG(56:8_FA16:1)+NH4","TAG(56:8_FA18:1)+NH4","TAG(56:8_FA18:2)+NH4","TAG(56:8_FA18:3)+NH4","TAG(56:8_FA20:4)+NH4","TAG(56:8_FA20:5)+NH4","TAG(56:8_FA22:5)+NH4","TAG(56:8_FA22:6)+NH4","TAG(56:9_FA18:3)+NH4","TAG(56:9_FA20:4)+NH4","TAG(56:9_FA20:5)+NH4","TAG(56:9_FA22:6)+NH4","TAG(57:2_FA18:1)+NH4","TAG(57:3_FA18:2)+NH4","TAG(58:10_FA18:2)+NH4","TAG(58:10_FA20:4)+NH4","TAG(58:10_FA20:5)+NH4","TAG(58:10_FA22:5)+NH4","TAG(58:10_FA22:6)+NH4","TAG(58:2_FA18:1)+NH4","TAG(58:3_FA18:1)+NH4","TAG(58:6_FA16:0)+NH4","TAG(58:6_FA18:0)+NH4","TAG(58:6_FA18:1)+NH4","TAG(58:6_FA20:4)+NH4","TAG(58:6_FA22:4)+NH4","TAG(58:6_FA22:5)+NH4","TAG(58:7_FA16:0)+NH4","TAG(58:7_FA18:0)+NH4","TAG(58:7_FA18:1)+NH4","TAG(58:7_FA18:2)+NH4","TAG(58:7_FA20:4)+NH4","TAG(58:7_FA22:4)+NH4","TAG(58:7_FA22:5)+NH4","TAG(58:7_FA22:6)+NH4","TAG(58:8_FA18:1)+NH4","TAG(58:8_FA18:2)+NH4","TAG(58:8_FA20:3)+NH4","TAG(58:8_FA20:4)+NH4","TAG(58:8_FA22:5)+NH4","TAG(58:8_FA22:6)+NH4","TAG(58:9_FA18:1)+NH4","TAG(58:9_FA18:2)+NH4","TAG(58:9_FA20:4)+NH4","TAG(58:9_FA22:5)+NH4","TAG(58:9_FA22:6)+NH4","TAG(60:10_FA22:5)+NH4","TAG(60:10_FA22:6)+NH4","TAG(60:11_FA22:5)+NH4","TAG(60:11_FA22:6)+NH4","TG(49:1) [NL-15:0]","TG(51:2) [NL-15:0]","TG(O-50:1) [NL-16:0]","TG(O-52:0) [NL-16:0]","TG(O-52:2) [NL-16:0]"
"1","batch01_M_P001",1,1802.686,33515.544,138699.944,47200.507,5566.952,26402.586,14487.795,20133.314,39.461,18.864,13.267,165.021,38.165,531.394,213.751,4.761,2.676,22.794,10.676,43.707,27.128,14.821,5.584,4.26,24.52,19.691,93.689,33.043,14.745,12.259,54.25,28.979,6.004,1010.413,163.596,22099.302,1250.81,193.984,748.801,89.362,861.315,1619.172,1341.851,1864.735,29.394,52.5,53.714,38.521,97.486,8.773,0.967,11.621,0.403,85.388,2.947,143.48,82.328,0.758,1.191,1.71,2.664,5.74,1.527,10.532,8.149,2.169,17.73,24.174,22.15,1087.008,16.285,5.222,4.956,1.875,26.996,5.587,45.611,118.429,24.745,1.696,1.419,1.044,842.165,733.674,76.492,46.324,53.403,300.277,356.155,506.525,21.801,75345.636,167436.328,17938.475,42444.42,14198.684,152129.153,19630.649,26410.113,13385.138,18983.076,30446.328,1755903.427,38258.675,16764.428,2.261,5.269,4.682,14.742,44.779,18.219,34.966,125.933,1887.841,939.588,1229.869,16670.874,2449.851,14.696,473.334,69.263,3240.859,1443.143,99.376,248.407,44.568,2615.473,811.99,59.384,903.88,777.057,5939.829,3704.407,374.725,2392.389,1532.849,4830.938,9600.194,486.037,52.67,74.122,56.503,4.71,72.861,2.313,5.415,61.966,28.326,17.132,40.671,26.009,11.58,206.603,353.205,14.738,188.578,272.76,109.308,17.587,119.957,85.776,95.81,57.297,83.874,128.362,21.075,8.903,25.994,16.406,6.533,80.648,20.491,1.672,46.477,39.777,193.585,2645.668,191.017,1157.099,2656.564,594.74,55.016,1664.774,901.186,1332.228,624.631,558.848,1030.117,209.158,182.612,163.325,129.104,405.891,96.422,12.535,96.138,9.112,19.637,8.601,152.66,24.31,30.874,287.388,21.629,44.272,238.975,57.089,18.845,63.835,126.415,41.877,14.702,2390.604,927.295,237.081,13553.595,428.162,481.791,8291.098,11.204,925.529,10521.772,3002.673,126.635,5402.519,4782.408,958.766,2531.266,2052.578,20.458,1300.14,3120.316,406.541,18.412,359.407,244.357,354.229,113.815,695.025,318.258,6.391,40.956,30.001,2241.574,33.726,23.815,63.017,82.683,11.929,14.268,321.306,54.588,45.728,399.433,317.538,59.796,378.264,517.597,64.527,230.413,587.136,193.283,61.64,52.713,352.462,16.809,21.392,121.722,25.551,16.119,14.728,566.973,800.859,215.328,4474.717,48.335,3447.741,5137.849,196.638,128.688,16.126,19848.652,410.92,2089.916,32515.282,2865.467,40.225,86.99,108.237,19715.256,1814.983,305.346,19533.656,17539.711,197.136,77.222,31.351,80.172,113.271,18.217,6875.491,1591.393,21.746,2525.898,10556.598,1595.509,49.378,24.119,78.065,193.043,24.589,14.015,813.053,610.156,160.095,1295.304,972.897,18.937,102.001,31.001,10.216,2046.551,59.31,7.615,74.463,115.102,36.201,23.61,277.428,3.832,35.228,59.934,92.772,89.997,269.145,121.913,343.039,639.053,67.55,213.67,278.057,291.899,79.456,82.09,248.748,28.782,10.251,10.432,2.287,38.614,431.989,127.193,878.639,611.036,902.733,67.824,378.652,2192.271,3820.871,361.481,481.561,441.969,53.31,484.568,39.134,2069.031,9153.126,1990.27,19.735,227.443,296.27,37.75,420.317,29.483,844.405,6896.694,4444.657,196.486,28.901,144.145,341.766,109.794,26.895,344.655,49.733,123.435,2582.116,3319.832,515.632,23.114,184.007,616.835,26.807,20.721,93.258,175.259,36.213,446.498,1432.315,436.686,22.425,455.585,111.359,47.628,124.556,13.949,1547.894,269.884,194.106,69.9,81.942,10.339,66.629,22.874,18.761,6.147,22.025,14.231,52.849,1117.762,169.186,15.493,106.348,28.894,98.641,51.821,68.035,49.673,24.99,17.063,63.228,58.934,32.858,67.819,73.532,281.896,62.262,27.934,70.478,248.287,90.491,225.881,220.324,43.233,28.707,81.974,246.953,127.134,167.518,112.504,82.545,50.225,20.8,111.122,150.747,337.624,145.227,68.295,63.36,134.72,404.877,130.036,62.392,214.805,76.927,326.842,187.027,17.036,21.447,87.797,502.426,38,70.105,319.164,72.969,211.432,14.453,30.52,183.686,175.259,18.964,32.188,269.453,74.756,7.585,212.256,567.123,64.849,14.567,1036.671,87.63,16.796,107.757,44.01,32.186,309.661,4.603,14.483,29.959,40.357,62.92,16.289,9.758,15.147,6.629,7.344,44.254,44.622,28.883,9.827,16.7,44.689,10.441,18.954,26.201,17.118,28.918,66.748,20.725,11.401,19.312,65.042,43.652,573.05,24.935,3.324,14.171,49.082,121.716,80.106,28.803,21.513,14.999,101.235,5.75,8.051,3.629,7.852,178.568,194.715,287.388,321.306,517.597
"2","batch01_F_P001",1,799.581,13214.323,134297.701,5717.129,2566.249,23036.109,2006.503,1444.169,45.132,8.637,9.223,99.114,18.4,295.937,105.57,2.845,0.861,13.004,4.546,16.429,16.027,7.659,6.842,2.555,22.083,13.799,58.662,22.305,5.386,4.651,14.078,14.699,3.508,1249.275,356.158,18982.475,715.998,427.126,371.16,192.022,487.061,3405.12,151.226,108.844,17.019,24.35,29.343,34.01,114.41,11.247,1.238,17.505,0.498,133.881,3.546,200.508,97.632,1.261,0.951,2.129,4.82,8.248,1.324,10.282,8.262,3.386,29.825,35.373,25.073,919.35,23.096,5.162,7.505,1.648,42.682,10.55,49.854,118.697,32.613,1.485,1.502,0.676,435.986,320.499,46.99,24.225,47.591,142.846,362.565,231.078,10.986,7230.254,64273.579,9237.501,13568.41,6751.482,122618.656,7133.529,15494.255,4403.839,9204.04,12182.563,1077957.997,21074.656,12993.94,1.304,2.947,2.907,10.866,16.452,5.864,29.014,88.105,1317.841,671.021,1052.848,14336.398,2166.235,13.63,305.815,51.112,2341.078,1211.028,99.346,168.131,39.095,1917.322,808.265,68.886,605.288,533.799,4321.237,3308.996,386.096,1600.195,1245.328,3217.152,7290.138,280.083,31.492,50.481,54.561,11.241,103.44,9.795,15.957,59.672,15.887,14.632,11.251,4.837,1.841,169.189,357.725,34.034,232.037,294.037,101.919,13.345,286.44,126.106,140.118,78.147,101.372,212.481,18.78,22.958,66.883,14.902,12.29,54.149,10.875,9.983,42.435,16.269,170.052,1323.744,173.839,993.944,1779.895,360.257,78.111,1340.546,739.983,941.635,505.729,794.977,760.636,179.295,180.385,206.105,226.388,472.83,75.452,21.146,92.423,28.186,66.661,22.136,100.119,25.732,37.389,212.588,16.186,37.865,179.913,58.544,10.837,88.307,91.005,37.298,33.255,1185.062,512.179,210.253,6375.782,221.448,384.358,4138.408,10.473,945.007,5441.45,1855.96,151.835,4055.55,2464.772,1020.665,1645.714,1538.812,30.465,1274.906,2255.035,244.671,16.976,376.257,219.981,335.989,161.111,824.48,270.813,17.602,60.465,51.03,2416.661,29.069,24.63,71.259,109.831,33.071,11.844,241.774,25.979,51.446,186.478,145.672,50.074,239.629,227.15,36.364,92.172,402.913,131.745,54.648,36.628,219.8,11.664,19.536,91.777,23.459,9.773,7.606,260.112,430.467,20.896,1989.577,28.454,1576.9,2512.372,7.156,36.19,13.252,9960.117,271.783,1026.362,16433.314,1433.661,6.153,38.129,41.727,10739.352,1156.433,164.446,11178.613,10235.055,131.09,30.558,22.447,45.361,60.932,16.58,4137.226,1208.615,18.864,1796.162,6870.815,1062.384,33.535,7.077,79.871,172.12,10.503,19.224,536.192,471.094,163.504,919.352,698.452,21.292,175.967,19.487,13.521,2043.811,74.169,22.823,81.683,104.022,64.59,26.467,254.384,0.493,23.888,23.849,44.834,53.292,216.313,74.063,149.662,288.21,42.398,43.347,138.633,157.603,10.915,55.077,133.605,13.572,5.776,12.522,5.451,21.3,274.57,54.263,457.527,347.442,49.034,22.402,144.868,1197.563,2247.178,164.065,25.619,110.437,18.183,214.88,17.165,1309.281,7270.669,1222.583,9.751,74.774,133.43,31.612,230.302,23.794,500.017,5578.526,3258.454,145.977,12.375,79.27,203.832,115.572,12.907,217.296,46.338,55.914,2021.533,2430.717,448.195,22.172,158.703,604.736,9.454,17.184,38.06,128.244,36.275,356.301,1021.143,386.573,36.958,503.106,53.225,29.013,24.441,20.603,1508.471,189.501,142.721,73.639,52.704,8.632,14.256,20.455,23.284,8.387,9.191,8.673,20.641,985.458,130.404,16.696,58.999,17.316,37.208,30.423,14.718,22.597,11.093,1.098,20.963,36.221,22.812,21.447,31.527,68.449,28.242,20.758,25.767,185.474,36.667,31.664,115.549,20.144,19.773,52.223,151.002,71.074,66.491,47.693,41.192,36.324,14.245,76.988,81.371,238.65,75.16,23.274,41.315,105.827,249.375,91.134,22.369,153.531,46.647,242.803,123.545,11.427,19.571,89.896,457.423,16.786,66.297,204.472,19.448,97.865,13.952,36.915,149.731,146.263,17.954,34.269,341.309,50.036,13.696,156.621,113.08,22.539,9.422,1030.975,75.999,15.262,131.205,38.319,17.052,85.296,8.348,21.262,13.966,9.071,53.884,6.144,10.043,25.68,6.954,3.797,11.422,38.028,15.165,8.217,11.464,39.571,9.65,20.777,15.353,7.635,24.58,65.407,18.551,12.88,15.688,41.773,15.124,576.393,28.834,5.355,22.765,48.016,40.872,70.54,20.023,31.332,18.401,31.739,4.265,4.053,3.013,1.716,114.567,143.882,212.588,241.774,227.15
